Parameter,Results,Units,LOQ,Matrix,CAS.No,Dilution,Lab,Street,Client_ID,Collection_date,Analysis_date,Project_ID
Dibromochloromethane,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Dibromochloromethane,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
"trans-1,2-Dichloroethylene",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
"trans-1,2-Dichloroethylene",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
"trans-1,2-Dichloroethylene",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
"cis-1,2-Dichloroethylene",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
"cis-1,2-Dichloroethylene",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
"cis-1,2-Dichloroethylene",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
"cis-1,3-Dichloropropene",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
"cis-1,3-Dichloropropene",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
"cis-1,3-Dichloropropene",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
m-Dichlorobenzene,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
m-Dichlorobenzene,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
m-Dichlorobenzene,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
o-Dichlorobenzene,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
o-Dichlorobenzene,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
o-Dichlorobenzene,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
p-Dichlorobenzene,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
p-Dichlorobenzene,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
p-Dichlorobenzene,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
"trans-1,3-Dichloropropene",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
"trans-1,3-Dichloropropene",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
"trans-1,3-Dichloropropene",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Ethanol,73.5,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Ethanol,88.4,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Ethanol,120,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Ethylbenzene,6.1,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Ethylbenzene,8.6999999999999993,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Ethylbenzene,5.6,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Ethyl Acetate,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Ethyl Acetate,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Ethyl Acetate,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
4-Ethyltoluene,6.4,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
4-Ethyltoluene,7.4,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
4-Ethyltoluene,5.9,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Freon 113,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Freon 113,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Freon 113,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Freon 114,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Freon 114,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Freon 114,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Heptane,17,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Heptane,17,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Heptane,20,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Hexachlorobutadiene,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Hexachlorobutadiene,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Hexachlorobutadiene,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Hexane,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Hexane,10,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Hexane,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
2-Hexanone,162,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
2-Hexanone,148,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
2-Hexanone,202,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Isopropyl Alcohol,93.4,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Isopropyl Alcohol,127,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Isopropyl Alcohol,158,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Methylene chloride,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Methylene chloride,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Methylene chloride,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Methyl ethyl ketone,398,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Methyl ethyl ketone,363,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Methyl ethyl ketone,575,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Methyl Isobutyl Ketone,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Methyl Isobutyl Ketone,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Methyl Isobutyl Ketone,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Methyl Tert Butyl Ether,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Methyl Tert Butyl Ether,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Methyl Tert Butyl Ether,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Methylmethacrylate,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Methylmethacrylate,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Methylmethacrylate,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Propylene,170,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Propylene,204,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Propylene,234,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Styrene,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Styrene,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Styrene,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
"1,1,1-Trichloroethane",230,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
"1,1,1-Trichloroethane",35,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
"1,1,1-Trichloroethane",111,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
"1,1,2,2-Tetrachloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
"1,1,2,2-Tetrachloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
"1,1,2,2-Tetrachloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
"1,1,2-Trichloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
"1,1,2-Trichloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
"1,1,2-Trichloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
"1,2,4-Trichlorobenzene",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
"1,2,4-Trichlorobenzene",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
"1,2,4-Trichlorobenzene",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
"1,2,4-Trimethylbenzene",44,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
"1,2,4-Trimethylbenzene",45,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
"1,2,4-Trimethylbenzene",39,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
"1,3,5-Trimethylbenzene",12,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
"1,3,5-Trimethylbenzene",13,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
"1,3,5-Trimethylbenzene",11,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
"2,2,4-Trimethylpentane",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
"2,2,4-Trimethylpentane",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
"2,2,4-Trimethylpentane",ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Tertiary Butyl Alcohol,34,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Tertiary Butyl Alcohol,41.2,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Tertiary Butyl Alcohol,55.8,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Tetrachloroethylene,31,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Tetrachloroethylene,25,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Tetrachloroethylene,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Tetrahydrofuran,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Tetrahydrofuran,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Tetrahydrofuran,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Toluene,9.4,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Toluene,15,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Toluene,8.3000000000000007,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Trichloroethylene,72.599999999999994,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Trichloroethylene,7,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Trichloroethylene,1.5,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Trichlorofluoromethane,7.3,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Trichlorofluoromethane,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Trichlorofluoromethane,5.2,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Vinyl chloride,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Vinyl chloride,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Vinyl chloride,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Vinyl Acetate,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Vinyl Acetate,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Vinyl Acetate,ND,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
"m,p-Xylene",27,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
"m,p-Xylene",36,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
"m,p-Xylene",24,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
o-Xylene,14,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
o-Xylene,17,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
o-Xylene,13,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
Xylenes (total),40,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-1,"NA",04/27/12,13CVCP081K
Xylenes (total),53.4,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-2,"NA",04/27/12,13CVCP081K
Xylenes (total),37,ug/m3,"NA",Soil Vapor,"NA","NA",American Analytical,538 Union Avenue,SV-3,"NA",04/27/12,13CVCP081K
"1,1,I-Trichloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-1,"NA",07/10/17,18CVCP018K
"1,1,I-Trichloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-2,"NA",07/10/17,18CVCP018K
"1,1,I-Trichloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-3,"NA",07/10/17,18CVCP018K
"1,1,I-Trichloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-4,"NA",07/10/17,18CVCP018K
"1,1,I-Trichloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-5,"NA",07/10/17,18CVCP018K
"1,1,I-Trichloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-6,"NA",07/10/17,18CVCP018K
"1,1,2,2-Tetrachloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-1,"NA",07/10/17,18CVCP018K
"1,1,2,2-Tetrachloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-2,"NA",07/10/17,18CVCP018K
"1,1,2,2-Tetrachloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-3,"NA",07/10/17,18CVCP018K
"1,1,2,2-Tetrachloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-4,"NA",07/10/17,18CVCP018K
"1,1,2,2-Tetrachloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-5,"NA",07/10/17,18CVCP018K
"1,1,2,2-Tetrachloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-6,"NA",07/10/17,18CVCP018K
"1,1,2-Trichloro- 1,2,2-trifluoroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-1,"NA",07/10/17,18CVCP018K
"1,1,2-Trichloro- 1,2,2-trifluoroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-2,"NA",07/10/17,18CVCP018K
"1,1,2-Trichloro- 1,2,2-trifluoroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-3,"NA",07/10/17,18CVCP018K
"1,1,2-Trichloro- 1,2,2-trifluoroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-4,"NA",07/10/17,18CVCP018K
"1,1,2-Trichloro- 1,2,2-trifluoroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-5,"NA",07/10/17,18CVCP018K
"1,1,2-Trichloro- 1,2,2-trifluoroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-6,"NA",07/10/17,18CVCP018K
"1,1,2-Trichloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-1,"NA",07/10/17,18CVCP018K
"1,1,2-Trichloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-2,"NA",07/10/17,18CVCP018K
"1,1,2-Trichloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-3,"NA",07/10/17,18CVCP018K
"1,1,2-Trichloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-4,"NA",07/10/17,18CVCP018K
"1,1,2-Trichloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-5,"NA",07/10/17,18CVCP018K
"1,1,2-Trichloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-6,"NA",07/10/17,18CVCP018K
"1,1-Dichloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-1,"NA",07/10/17,18CVCP018K
"1,1-Dichloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-2,"NA",07/10/17,18CVCP018K
"1,1-Dichloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-3,"NA",07/10/17,18CVCP018K
"1,1-Dichloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-4,"NA",07/10/17,18CVCP018K
"1,1-Dichloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-5,"NA",07/10/17,18CVCP018K
"1,1-Dichloroethane",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-6,"NA",07/10/17,18CVCP018K
"1,1-Dichloroethylene",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-1,"NA",07/10/17,18CVCP018K
"1,1-Dichloroethylene",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-2,"NA",07/10/17,18CVCP018K
"1,1-Dichloroethylene",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-3,"NA",07/10/17,18CVCP018K
"1,1-Dichloroethylene",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-4,"NA",07/10/17,18CVCP018K
"1,1-Dichloroethylene",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-5,"NA",07/10/17,18CVCP018K
"1,1-Dichloroethylene",15,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-6,"NA",07/10/17,18CVCP018K
"1,2,4-Trichlorobenzene",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-1,"NA",07/10/17,18CVCP018K
"1,2,4-Trichlorobenzene",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-2,"NA",07/10/17,18CVCP018K
"1,2,4-Trichlorobenzene",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-3,"NA",07/10/17,18CVCP018K
"1,2,4-Trichlorobenzene",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-4,"NA",07/10/17,18CVCP018K
"1,2,4-Trichlorobenzene",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-5,"NA",07/10/17,18CVCP018K
"1,2,4-Trichlorobenzene",ND,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-6,"NA",07/10/17,18CVCP018K
"1,2,4-Trimethylbenzene",27.2,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-1,"NA",07/10/17,18CVCP018K
"1,2,4-Trimethylbenzene",29,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-2,"NA",07/10/17,18CVCP018K
"1,2,4-Trimethylbenzene",28.6,ug/m3,"NA",Soil Vapor,"NA","NA","NA",2415-2425 Church Avenue,SV-3,"NA",07/10/17,18CVCP018K
