project_id,name,borough,address,block_lot,project_class
14CVCP212K,116 Walton Street,Brooklyn,116 Walton Street,Block: 2250Lot:25,Completed (C)
14CVCP184K,151 Lorimer Street - DOB Job No. 320965354,Brooklyn,151 Lorimer Street,Block: 2242Lot:54 ...,Completed (C)
14CVCP244K,Bush Terminal,Brooklyn,5102 1ST AVENUE,Block: 725Lot:1,Active (A)
16CVCP014K,1146 Fulton Street,Brooklyn,1146 Fulton Street,Block: 2017Lot:8,Completed (C)
14CVCP192K,"1328 Fulton Street ""Fulton South""",Brooklyn,1328 Fulton Street,Block: 1861Lot:119,Completed (C)
14CVCP157K,1035 Fulton Street,Brooklyn,1035 Fulton Street,Block: 1992Lot:12 ...,Completed (C)
13CVCP098K,45 India Street,Brooklyn,45 India Street,Block: 2531Lot:35,Completed (C)
15CVCP033K,531 Waverly Avenue,Brooklyn,531 Waverly Avenue,Block: 2012Lot:1 ...,Completed (C)
14CVCP167K,1225 Atlantic Avenue,Brooklyn,1225 Atlantic Avenue,Block: 1866Lot:23 ...,Completed (C)
13CVCP113K,186 Greenpoint Avenue,Brooklyn,186 Greenpoint Avenue,Block: 2575Lot:5,Completed (C)
15CVCP164K,2633 Ocean Avenue,Brooklyn,2633 Ocean Avenue,Block: 7381Lot:1 ...,Completed (C)
14CVCP224K,566 Carroll Street,Brooklyn,566 Carroll Street,Block: 961Lot:7,Completed (C)
14CVCP214K,28 - 46 Roebling Street,Brooklyn,28 Roebling Street,Block: 2306Lot:18 ...,Completed (C)
14CVCP185K,767 Bergen Street - DOB Job No. 320576658 & 320576649,Brooklyn,767 Bergen Street,Block: 1140Lot:48 ...,Completed (C)
14CVCP172K,137 Bayard Street,Brooklyn,137 Bayard Street,Block: 2719Lot:32,Completed (C)
13CVCP146K,125 Borinquen Place,Brooklyn,125 Borinquen Place,Block: 2411Lot:1 ...,Completed (C)
13CVCP139K,62 Box Street,Brooklyn,62 Box Street,Block: 2483Lot:20,Completed (C)
14CVCP165K,219-223 North 8th Street (230 North 9th Street) - DOB Job No. NB - 320576989320577247 and 340125616,Brooklyn,230 North 9th Street,Block: 2313Lot:11 ...,Completed (C)
13CVCP118K,291 Metropolitan Avenue - DOB Job No. NB - 320545362,Brooklyn,291 Metropolitan Avenue,Block: 2353Lot:13,Completed (C)
13CVCP097K,"823 Bedford Avenue - ""Satmar Meat""",Brooklyn,823 Bedford Avenue,Block: 1734Lot:59,Completed (C)
13CVCP144K,498 Leonard Street,Brooklyn,498 Leonard Street,Block: 2698Lot:11 ...,Completed (C)
13CVCP133K,79-97 4th Avenue,Brooklyn,85 4th Avenue,Block: 934Lot:5 ...,Active (A)
14CVCP159K,245-247 Driggs Avenue,Brooklyn,247 Driggs Avenue,Block: 2699Lot:15 ...,Completed (C)
13CVCP081K,538 Union Avenue,Brooklyn,538 Union Avenue,Block: 2741Lot:7 ...,Completed (C)
13CVCP153K,661 Flushing Avenue,Brooklyn,661 Flushing Avenue,Block: 2272Lot:54,Completed (C)
13CVCP150K,376-382 Wallabout Street,Brooklyn,376 Wallabout Street,Block: 2266Lot:14 ...,Completed (C)
13CVCP154K,101 West Street,Brooklyn,101 West Street,Block: 2556Lot:58 ...,Completed (C)
13CVCP156K,1044 Bedford Avenue,Brooklyn,1044 Bedford Avenue,Block: 1950Lot:33,Completed (C)
13CVCP147K,82 Throop Avenue - DOB Job No. NB - 320761733,Brooklyn,82 Throop Avenue,Block: 2266Lot:34 ...,Completed (C)
14CVCP253K,874 Willoughby Ave,Brooklyn,874 Willoughby Avenue,Block: 1593Lot:23,Active (A)
13CVCP108K,588 Myrtle Avenue - DOB Job No. NB - 320508688,Brooklyn,588 Myrtle Avenue,Block: 1910Lot:23 ...,Completed (C)
13CVCP095K,78-80 Throop Avenue,Brooklyn,78 Throop Avenue,Block: 2266Lot:32 ...,Completed (C)
14CVCP252K,415 Manhattan Avenue,Brooklyn,415 Manhattan Avenue,Block: 2723Lot:30,Completed (C)
14CVCP164K,1345-1357 Rogers Avenue,Brooklyn,1345 Rogers Avenue,Block: 5229Lot:15 ...,Completed (C)
13CVCP116K,683-691 Marcy Ave. (aka 168 Kosciusko St),Brooklyn,683 Marcy Avenue,Block: 1785Lot:1 ...,Completed (C)
13CVCP135K,Dean Street - Habitat for Humanity,Brooklyn,2396 Dean Street,Block: 1450Lot:8 ...,Active (A)
13CVCP072K,345 State Street,Brooklyn,345 State Street,Block: 171Lot:101 ...,Completed (C)
13CVCP094K,81 Fleet Place,Brooklyn,81 Fleet Place,Block: 2061Lot:110 ...,Completed (C)
13CVCP076K,172 Nassau Street - DOB Job No. NB - 301914739,Brooklyn,172 Nassau Street,Block: 108Lot:12 ...,Completed (C)
14CVCP198K,89 Grand Street DOB Job No. NB-320917521,Brooklyn,89 GRAND STREET,Block: 2379Lot:42 ...,Completed (C)
13CVCP071K,650 Metropolitan Avenue,Brooklyn,650 Metropolitan Avenue,Block: 2763Lot:11,Completed (C)
12CVCP069K,249 North 7th Street & 248 North 8th Street - DOB Job Nos. NB - 302067484 & NB - 302061621,Brooklyn,249 North 7th Street,Block: 2322Lot:10 ...,Completed (C)
13CVCP078K,243 Meeker Avenue - DOB Job Nos. NB-320587691NB-320544513 & NB-320544407,Brooklyn,243 Meeker Avenue,Block: 2741Lot:19 ...,Completed (C)
17CVCP005K,288 North 8th Street,Brooklyn,288 North 8th Street,Block: 2323Lot:9 ...,Completed (C)
13CVCP092K,10504 Flatlands Avenue,Brooklyn,10504 Flatlands Avenue,Block: 8213Lot:37 ...,Completed (C)
13CVCP101K,66 North 8th Street,Brooklyn,66 North 8th Street,Block: 2317Lot:13,Active (A)
13CVCP086K,235-247 & 253-263 North 9th Street,Brooklyn,235 North 9th Street,Block: 2307Lot:27 ...,Completed (C)
12CVCP053K,25 Hope Street,Brooklyn,25 Hope Street,Block: 2368Lot:34,Completed (C)
13CVCP122K,212-218 North 9th Street,Brooklyn,212 North 9th Street,Block: 2313Lot:5 ...,Completed (C)
13CVCP112K,131 Berry Street,Brooklyn,131 Berry Street,Block: 2327Lot:5,Completed (C)
12CVCP057K,821 Bedford Avenue,Brooklyn,821 Bedford Avenue,Block: 1734Lot:60 ...,Completed (C)
12CVCP051K,263 Bedford Avenue - DOB Job No. NB-320321219,Brooklyn,263 Bedford Avenue,Block: 2366Lot:1,Completed (C)
12CVCP056K,390 Wallabout Street,Brooklyn,390 Wallabout Street,Block: 2266Lot:21 ...,Completed (C)
12CVCP055K,72 Throop Avenue,Brooklyn,72 Throop Avenue,Block: 2266Lot:27 ...,Completed (C)
13CVCP087K,"527 Flushing Avenue ""New Bldg.""",Brooklyn,527 Flushing Avenue,Block: 2263Lot:56 ...,Completed (C)
13CVCP093K,"60 Water Street ""Two Trees""",Brooklyn,60 Water Street,Block: 36Lot:1 ...,Completed (C)
13CVCP074K,16 Bartlett Street,Brooklyn,16 BARTLETT STREET,Block: 2272Lot:4 ...,Completed (C)
12CVCP048K,1309-1321 38th Street,Brooklyn,1321 38th Street,Block: 5300Lot:70 ...,Completed (C)
12CVCP067K,1465 Rockaway Parkway,Brooklyn,1465 Rockaway Parkway,Block: 8185Lot:24,Completed (C)
12CVCP054K,107 Union Street,Brooklyn,107 Union Street,Block: 335Lot:42,Completed (C)
13CVCP152K,29-35 Carroll Street (a.k.a 33 Carroll Street),Brooklyn,29 Carroll Street,Block: 347Lot:50 ...,Completed (C)
13CVCP110K,504 Myrtle Avenue,Brooklyn,504 Myrtle Avenue,Block: 1905Lot:30 ...,Completed (C)
13CVCP070K,"876 Livonia Avenue ""New 2-Story Commerical Bldg."" - DOB Job No. NB - 320232930",Brooklyn,876 Livonia Avenue,Block: 4092Lot:3,Active (A)
12CVCP045K,1426-1438 Fulton Street AKA 293-297 Herkimer Street,Brooklyn,1426 Fulton Street,Block: 1863Lot:9 ...,Completed (C)
13CVCP109K,490 Myrtle Avenue,Brooklyn,484 Myrtle Avenue,Block: 1905Lot:19 ...,Completed (C)
14CVCP246K,505 Union Avenue,Brooklyn,505 Union Avenue,Block: 2315Lot:21,Completed (C)
13CVCP088K,285 Jay Street,Brooklyn,285 Jay Street,Block: 131Lot:1,Completed (C)
13CVCP128K,501 Leonard Street,Brooklyn,501 Leonard Street,Block: 2697Lot:7 ...,Active (A)
15CVCP095K,387 Manhattan Avenue,Brooklyn,387 Manhattan Avenue,Block: 2738Lot:21,Completed (C)
23CVCP007K,97 North 6th Street,Brooklyn,97 NORTH 6TH STREET,Block: 2326Lot:34,Active (A)
22CVCP079K,2667 Fulton Street,Brooklyn,2667 FULTON STREET,Block: 3661Lot:1,Active (A)
22CVCP085K,60 Throop Avenue,Brooklyn,60 THROOP AVENUE,Block: 2250Lot:129,Active (A)
22CVCP071K,511 Meeker Avenue,Brooklyn,511 MEEKER AVENUE,Block: 2727Lot:47,Active (A)
22CVCP084K,840-856 Atlantic Avenue,Brooklyn,840 ATLANTIC AVENUE,Block: 1122Lot:71 ...,Active (A)
22CVCP074K,288 Jackson Street,Brooklyn,288 JACKSON STREET,Block: 2885Lot:35,Active (A)
22CVCP022K,105 River Street (North Tower),Brooklyn,87 RIVER STREET,Block: 2361Lot:1 ...,Active (A)
22CVCP021K,25 Milford Street,Brooklyn,25 MILFORD STREET,Block: 4153Lot:27,Active (A)
22CVCP036K,356-380 Fulton Street,Brooklyn,356-370 FULTON STREET,Block: 154Lot:5 ...,Active (A)
22CVCP057K,881-885 New Jersey Avenue,Brooklyn,881-885 NEW JERSEY AVENUE,Block: 4348Lot:48 ...,Active (A)
21CVCP058K,1050 Pacific Street,Brooklyn,643 CLASSON AVENUE,Block: 1134Lot:2 ...,Active (A)
21CVCP043K,155 Carlton Avenue,Brooklyn,155 CARLTON AVENUE,Block: 2073Lot:22,Active (A)
22CVCP009K,979 Pacific Street,Brooklyn,979 PACIFIC STREET,Block: 1125Lot:1,Active (A)
21CVCP045K,83 Apollo Street,Brooklyn,83 APOLLO STREET,Block: 2661Lot:16 ...,Active (A)
21CVCP038K,89 Union Avenue,Brooklyn,89 UNION AVENUE,Block: 2241Lot:39,Active (A)
21CVCP026K,4701 19th Avenue,Brooklyn,4701 19TH AVENUE,Block: 5457Lot:166,Active (A)
22CVCP064K,1625 Prospect Place,Brooklyn,1625 PROSPECT PL,Block: 1363Lot:60,Active (A)
22CVCP058K,772 Halsey Street,Brooklyn,772 HALSEY ST,Block: 1668Lot:48,Active (A)
22CVCP065K,53 MacDougal Street,Brooklyn,53 MACDOUGAL ST,Block: 1524Lot:43,Active (A)
22CVCP043K,1775 CONEY ISLAND AVENUE,Brooklyn,1775 CONEY ISLAND AVENUE,Block: 6749Lot:78,Active (A)
22CVCP082K,6 Howard Avenue,Brooklyn,6 HOWARD AVENUE,Block: 1481Lot:35,Active (A)
21CVCP017K,29 Jay Street,Brooklyn,29 Jay Street,Block: 20Lot:1,Active (A)
21CVCP030K,117 Glenmore Avenue,Brooklyn,117 GLENMORE AVENUE,Block: 3692Lot:1 ...,Active (A)
20CVCP076K,156-158 Somers Street,Brooklyn,156 - 158 SOMERS STREET,Block: 1544Lot:15 ...,Active (A)
20CVCP061K,494 Manhattan Avenue,Brooklyn,494 MANHATTAN AVENUE,Block: 2713Lot:1,Completed (C)
20CVCP054K,130 North 6th Street,Brooklyn,126 North 6th Street,Block: 2335Lot:6 ...,Completed (C)
20CVCP063K,175 McGuinness Boulevard,Brooklyn,175 MCGUINNESS BOULEVARD,Block: 2599Lot:23 ...,Active (A)
22CVCP019K,2602 Pitkin Avenue,Brooklyn,2602 PITKIN AVENUE,Block: 4228Lot:13,Active (A)
20CVCP040K,487 4th Avenue,Brooklyn,487 4TH AVENUE,Block: 1028Lot:7,Active (A)
20CVCP035K,411 Meeker Avenue,Brooklyn,411 MEEKER AVENUE,Block: 2724Lot:1 ...,Completed (C)
20CVCP059K,381 Chester Street,Brooklyn,401 CHESTER STREET,Block: 3589Lot:21,Active (A)
20CVCP011K,20 Luquer Street,Brooklyn,20 LUQUER STREET,Block: 520Lot:13 ...,Active (A)
20CVCP049K,169 LORIMER STREET,Brooklyn,169 LORIMER STREET,Block: 2242Lot:45,Completed (C)
20CVCP002K,1941 Coney Island Avenue,Brooklyn,1941 CONEY ISLAND AVENUE,Block: 6774Lot:1 ...,Completed (C)
20CVCP044K,1601 Dekalb Avenue,Brooklyn,1601 DEKALB AVENUE,Block: 3237Lot:23 ...,Active (A)
20CVCP016K,3294 Atlantic Avenue,Brooklyn,3294 ATLANTIC AVENUE,Block: 4153Lot:40,Active (A)
20CVCP007K,2776 Fulton Street,Brooklyn,2776 FULTON STREET,Block: 3946Lot:18 ...,Active (A)
19CVCP066K,233 NEVINS STREET Phase II,Brooklyn,233 NEVINS STREET,Block: 412Lot:6,Completed (C)
19CVCP056K,297 Wallabout Street,Brooklyn,297 Wallabout Street,Block: 2250Lot:45,Active (A)
20CVCP005K,1010 Gates Avenue,Brooklyn,1010 GATES AVENUE,Block: 1480Lot:17,Active (A)
19CVCP055K,2175 Bergen Street,Brooklyn,217-221 MOTHER GASTON BOULEVARD,Block: 1450Lot:1 ...,Completed (C)
19CVCP039K,1256 38th Street,Brooklyn,1256 38TH STREET,Block: 5294Lot:26 ...,Active (A)
19CVCP038K,1250 38TH STREET,Brooklyn,1250 38TH STREET,Block: 5294Lot:25,Active (A)
19CVCP062K,1021 Bedford Avenue,Brooklyn,1021-1023 BEDFORD AVENUE,Block: 1788Lot:4 ...,Completed (C)
18CVCP011K,800 Flatbush Avenue,Brooklyn,800 FLATBUSH AVENUE,Block: 5063Lot:58,Completed (C)
15CVCP103K,77 Commercial Street,Brooklyn,77 Commercial Street,Block: 2472Lot:410,Active (A)
16CVCP084K,666 Greene Avenue,Brooklyn,666 Greene Avenue,Block: 1801Lot:8,Completed (C)
18CVCP070K,2846-2868 Linden Boulevard - Linden Boulevard Phase IBuilding 1,Brooklyn,2846-2868 LINDEN BOULEVARD,Block: 4496Lot:1 ...,Completed (C)
19CVCP081K,438 Union Avenue,Brooklyn,438 UNION AVENUE,Block: 2761Lot:5,Completed (C)
23CVCP013K,184 Pennsylvania Avenue,Brooklyn,184 PENNSYLVANIA AVENUE,Block: 3703Lot:35 ...,Active (A)
18CVCP068K,24 Bartlett Street,Brooklyn,24 BARTLETT STREET,Block: 2272Lot:6,Active (A)
21CVCP046K,193 Greenpoint Avenue,Brooklyn,193 GREENPOINT AVENUE,Block: 2559Lot:37,Active (A)
14CVCP168K,1043 Fulton Street,Brooklyn,1045 Fulton Street,Block: 1992Lot:7 ...,Completed (C)
22CVCP081K,1 Putnam Avenue,Brooklyn,1 PUTNAM AVENUE,Block: 1981Lot:1,Active (A)
19CVCP086K,596 Metropolitan Avenue,Brooklyn,596 METROPOLITAN AVENUE,Block: 2762Lot:5,Completed (C)
20CVCP058K,723-733 Myrtle Avenue,Brooklyn,723-733 MYRTLE AVENUE,Block: 1736Lot:35 ...,Active (A)
18CVCP046K,2718 Fulton Street,Brooklyn,2718 FULTON STREET,Block: 3673Lot:14 ...,Active (A)
20CVCP072K,1010 Pacific Street,Brooklyn,1010 PACIFIC STREET,Block: 1133Lot:32 ...,Active (A)
22CVCP073K,425 Coney Island Avenue,Brooklyn,425 CONEY ISLAND AVENUE,Block: 5070Lot:19 ...,Active (A)
16CVCP068K,52-56 Throop Avenue,Brooklyn,52 Throop Avenue,Block: 2250Lot:27 ...,Completed (C)
15CVCP077K,138-142 North 10th Street,Brooklyn,142 North 10th Street,Block: 2304Lot:12 ...,Completed (C)
15CVCP098K,35-37 Duffield Street,Brooklyn,37 Duffield Street,Block: 121Lot:18 ...,Completed (C)
17CVCP076K,801 Bedford Avenue,Brooklyn,801 Bedford Avenue,Block: 1734Lot:70,Completed (C)
18CVCP015K,1249 CONEY ISLAND AVENUE,Brooklyn,1249 CONEY ISLAND AVENUE,Block: 6695Lot:48,Completed (C)
20CVCP051K,1035 Coney Island Avenue,Brooklyn,1039 CONEY ISLAND AVENUE,Block: 5232Lot:37,Completed (C)
18CVCP064K,20 PRESCOTT PLACE,Brooklyn,20 PRESCOTT PLACE,Block: 1556Lot:25 ...,Completed (C)
18CVCP006K,223 SPENCER STREET,Brooklyn,223 SPENCER STREET,Block: 1763Lot:2 ...,Completed (C)
18CVCP060K,481 GRAHAM AVENUE,Brooklyn,481 GRAHAM AVENUE,Block: 2724Lot:18,Completed (C)
19CVCP012K,118 New Jersey Avenue,Brooklyn,118 NEW JERSEY AVENUE,Block: 3670Lot:25,Hold (H)
17CVCP080K,436 FLUSHING AVENUE,Brooklyn,436 FLUSHING AVENUE,Block: 1886Lot:40,Completed (C)
18CVCP005K,187 KENT AVENUE,Brooklyn,187 KENT AVENUE,Block: 2357Lot:1 ...,Completed (C)
18CVCP008K,171 CONCORD STREET,Brooklyn,171 CONCORD STREET,Block: 108Lot:24,Completed (C)
17CVCP050K,99 North 4th Street,Brooklyn,99 4TH STREET,Block: 2342Lot:26,Completed (C)
17CVCP043K,167 Lorimer Street,Brooklyn,169 LORIMER STREET,Block: 2242Lot:46 ...,Completed (C)
15CVCP075K,349-355 Grand Street,Brooklyn,349 Grand Street,Block: 2384Lot:22 ...,Completed (C)
17CVCP011K,7 Whipple Street,Brooklyn,7 Whipple Street,Block: 2272Lot:45 ...,Completed (C)
20CVCP014K,881 LEXINGTON AVENUE,Brooklyn,881 LEXINGTON AVENUE,Block: 1623Lot:57,Completed (C)
20CVCP088K,625 Fulton Street,Brooklyn,625 FULTON STREET,Block: 2094Lot:1 ...,Active (A)
20CVCP042K,447 Euclid Avenue,Brooklyn,447 EUCLID AVENUE,Block: 4214Lot:12 ...,Active (A)
13CVCP155K,50 Greenpoint Avenue,Brooklyn,50 Greenpoint Avenue,Block: 2562Lot:1 ...,Completed (C)
23CVCP033K,79 Quay Street,Brooklyn,79 QUAY STREET,Block: 2589Lot:1,Active (A)
17CVCP071K,537 GRAND STREET,Brooklyn,537 GRAND STREET,Block: 2779Lot:38,Completed (C)
15CVCP034K,75 Eckford Street,Brooklyn,75 Eckford Street,Block: 2698Lot:25,Completed (C)
18CVCP035K,177 Bayard Street,Brooklyn,177 BAYARD STREET,Block: 2720Lot:41,Active (A)
18CVCP013K,875 4th Avenue,Brooklyn,875 4th Avenue,Block: 681Lot:1 ...,Active (A)
23CVCP030K,236 Gold Street,Brooklyn,236 GOLD STREET,Block: 121Lot:32 ...,Active (A)
20CVCP019K,2337 Pitkin Avenue,Brooklyn,2337 PITKIN AVENUE,Block: 3998Lot:30 ...,Active (A)
17CVCP057K,11-23 Montieth Street,Brooklyn,11 Montieth Street,Block: 3139Lot:30 ...,Active (A)
21CVCP009K,76 North 8th Street,Brooklyn,76 NORTH 8TH STREET,Block: 2317Lot:18,Active (A)
19CVCP072K,74-76 South Second Street,Brooklyn,74-76 SOUTH SECOND STREET,Block: 2416Lot:8 ...,Completed (C)
20CVCP045K,169 Livonia Avenue,Brooklyn,169 LIVONIA AVENUE,Block: 3573Lot:1 ...,Completed (C)
22CVCP068K,2701-2715 Fulton Street,Brooklyn,2701-2715 FULTON STREET,Block: 3662Lot:52 ...,Active (A)
23CVCP012K,303 Wythe Avenue,Brooklyn,303 WYTHE AVENUE,Block: 2404Lot:1,Active (A)
20CVCP038K,64 North 8th Street,Brooklyn,64 NORTH 8TH STREET,Block: 2317Lot:12,Active (A)
13CVCP090K,125 Flatbush Avenue Extension,Brooklyn,125 Flatbush Avenue Extension,Block: 133Lot:13,Completed (C)
19CVCP037K,1246 38th Street,Brooklyn,1246 38TH STREET,Block: 5294Lot:24,Active (A)
15CVCP004K,Domino Sugar Site D,Brooklyn,350 Kent Avenue,Block: 2414Lot:1,Active (A)
19CVCP098K,302 Graham Avenue,Brooklyn,302 GRAHAM AVENUE,Block: 2777Lot:5,Active (A)
21CVCP060K,103 Liberty Avenue,Brooklyn,103 LIBERTY AVENUE,Block: 3675Lot:25 ...,Completed (C)
17CVCP063K,722 Metropolitan Avenue,Brooklyn,722 Metropolitan Avenue,Block: 2764Lot:13 ...,Active (A)
22CVCP002K,540 Graham Avenue,Brooklyn,540 GRAHAM AVENUE,Block: 2701Lot:1 ...,Active (A)
20CVCP055K,624 Metropolitan Avenue,Brooklyn,624 METROPOLITAN AVENUE,Block: 2762Lot:14,Active (A)
23CVCP025K,6202 14th Avenue,Brooklyn,6202 14TH AVENUE,Block: 5733Lot:35 ...,Active (A)
22CVCP087K,164 4th Avenue,Brooklyn,164 4TH AVENUE,Block: 420Lot:37,Active (A)
22CVCP044K,553 Sackett Street,Brooklyn,553 SACKETT STREET,Block: 426Lot:49 ...,Active (A)
18CVCP004K,6317 Fort Hamilton Parkway,Brooklyn,6317 Fort Hamilton Parkway,Block: 5736Lot:43,Active (A)
21CVCP019K,167-171 North 1st Street,Brooklyn,167-171 NORTH 1ST STREET,Block: 2366Lot:32,Active (A)
22CVCP008K,1499 Bedford Avenue,Brooklyn,1499 BEDFORD AVENUE,Block: 1253Lot:7,Active (A)
15CVCP067K,280 Meeker Ave,Brooklyn,280 Meeker Avenue,Block: 2742Lot:9,Active (A)
15CVCP030K,156 Tillary Street,Brooklyn,156 Tillary Street,Block: 133Lot:15,Completed (C)
22CVCP010K,276 Bedford Avenue,Brooklyn,276 BEDFORD AVENUE,Block: 2380Lot:20,Active (A)
21CVCP012K,2384 Atlantic Avenue,Brooklyn,2384 ATLANTIC AVENUE,Block: 1437Lot:1,Active (A)
22CVCP029K,121-123 Grand Street,Brooklyn,121 GRAND STREET,Block: 2379Lot:24 ...,Active (A)
22CVCP031K,374 4th Avenue,Brooklyn,374 4TH AVENUE,Block: 980Lot:77,Active (A)
23CVCP028K,285 Metropolitan Avenue,Brooklyn,285 Metropolitan Avenue,Block: 2353Lot:26 ...,Active (A)
16CVCP035K,2150 Mill Avenue,Brooklyn,2150 Mill Avenue,Block: 8470Lot:1095 ...,Active (A)
23CVCP027K,202 North 4th Street,Brooklyn,202 NORTH 4TH STREET,Block: 2353Lot:26,Active (A)
19CVCP013K,390 Leonard Street,Brooklyn,390 LEONARD STREET,Block: 2733Lot:6,Active (A)
22CVCP060K,127 Concord Street,Brooklyn,127 CONCORD STREET,Block: 107Lot:48,Active (A)
20CVCP083K,129 Kent Avenue,Brooklyn,129 KENT AVENUE,Block: 2325Lot:1 ...,Active (A)
21CVCP016K,508 Graham Avenue,Brooklyn,508 GRAHAM AVENUE,Block: 2720Lot:6 ...,Active (A)
19CVCP064K,931 Carrol Street,Brooklyn,931 CARROLL STREET,Block: 1188Lot:58,Active (A)
19CVCP040K,996 Manhattan Avenue,Brooklyn,996 Manhattan Avenue,Block: 2523Lot:1,Completed (C)
23CVCP041K,213 Third Avenue,Brooklyn,213 THIRD AVENUE,Block: 427Lot:7 ...,Active (A)
22CVCP089K,288 4th Avenue,Brooklyn,286-290 4TH AVENUE,Block: 456Lot:34,Active (A)
16CVCP018K,100 Union Avenue,Brooklyn,100 Union Avenue,Block: 2242Lot:3,Active (A)
20CVCP041K,160 17th Street,Brooklyn,160 17TH STREET,Block: 630Lot:22,Active (A)
20CVCP009K,116 North 5th Street,Brooklyn,116 North 5th Street,Block: 2343Lot:5,Active (A)
18CVCP019K,108-112 North 6th Street,Brooklyn,112 NORTH 6TH STREET,Block: 2334Lot:22 ...,Active (A)
20CVCP023K,80 Flatbush Avenue,Brooklyn,80 FLATBUSH AVENUE,Block: 174Lot:13 ...,Active (A)
19CVCP103K,55 SUMMIT STREET,Brooklyn,55 SUMMIT STREET,Block: 352Lot:49 ...,Active (A)
18CVCP020K,1860 EASTERN PARKWAY,Brooklyn,1860 EASTERN PARKWAY,Block: 1436Lot:6,Completed (C)
15CVCP018K,66 Ainslie Street,Brooklyn,66 Ainslie Street,Block: 2375Lot:5,Completed (C)
