Project ID,Name,Borough,Address,Block & Lot,Project Class
"16TMP0106K, 16EHAZ099K, 16CVCP034K, 19TMP0916K (MERGED), 22TMP0039K (MERGED), 22TMP0040K (MERGED)",296 Wythe Avenue,Brooklyn,296 Wythe Avenue,"Block: 2378, Lot:21 ...",Completed (C)
"16TMP0239Q, 16EH-A219K, 16CVCP078K",391 Meeker Avenue,Brooklyn,391 Meeker Avenue,"Block: 2723, Lot:33",Completed (C)
"16TMP0353Q, 16EH-N276K, 17CVCP002K",44 Box Street,Brooklyn,44 BOX STREET,"Block: 2483, Lot:11 ...",Completed (C)
"18TMP0469K, 18EH-N179K, 18CVCP059K, 23TMP0709K (MERGED), 23TMP0720K (MERGED)",13-15 GREENPOINT AVENUE,Brooklyn,13-15 GREENPOINT AVENUE,"Block: 2556, Lot:45 ...",Completed (C)
"18TMP0941K, 18EHAN370K",2006 SURF AVENUE,Brooklyn,2006 SURF AVENUE,"Block: 7072, Lot:2 ...",Completed (C)
"18TMP1311K, 18EHAN464K, 19CVCP043K",Greenpoint Landing H3,Brooklyn,45 COMMERCIAL STREET,"Block: 2472, Lot:475 ...",Completed (C)
"19TMP0545K, 19EHAN239K, 23TMP0449K (MERGED), 23TMP0628K (MERGED)",141 WILLOUGHBY STREET,Brooklyn,141 WILLOUGHBY STREET,"Block: 2060, Lot:1 ...",Completed (C)
"21TMP1528K, 21EHAZ312K, 22CVCP013K",352 Meeker Avenue,Brooklyn,352 MEEKER AVENUE,"Block: 2738, Lot:10 ...",Active (A)
"19TMP1944K, 19EHAZ415K, 20TMP0823K (MERGED)",353 BEDFORD AVENUE,Brooklyn,353 BEDFORD AVENUE,"Block: 2444, Lot:4 ...",Completed (C)
"20TMP0045K, 20EHAN009K",215 Livonia Avenue,Brooklyn,215 LIVONIA AVENUE,"Block: 3574, Lot:1 ...",Completed (C)
"21TMP0151K, 21EHAZ037K",125 Kings Highway,Brooklyn,125 KINGS HIGHWAY,"Block: 6618, Lot:27",Completed (C)
"22TMP0430K, 22EH-N110K, 22CVCP020K",527 Grand Avenue,Brooklyn,527 GRAND AVENUE,"Block: 1133, Lot:7 ...",Active (A)
"22TMP0562K, 22EHAZ132K, 22CVCP069K",794 Bedford Avenue,Brooklyn,794 BEDFORD AVENUE,"Block: 1886, Lot:71",Active (A)
"11TMP0223K, 11RH-N223K, 14CVCP254K, 20TMP1353K (MERGED), 21TMP0212K (MERGED)",945 Bergen Street (Franklin Avenue Lofts - Bergen Street Side),Brooklyn,945 Bergen Street,"Block: 1142, Lot:48 ...",Active (A)
"21TMP1425K, 21EHAN290K, 22CVCP003K",5402 Fort Hamilton Parkway,Brooklyn,5402 - 5410 FORT HAMILTON PARKWAY,"Block: 5673, Lot:42 ...",Active (A)
"14TMP0585K, 14EHAN585K, 15CVCP006K",Domino Sugar Site C,Brooklyn,320-328 KENT AVENUE,"Block: 2414, Lot:26 ...",Active (A)
"17TMP0402K, 17EHAZ209K, 17CVCP068K",141 North 6th Street,Brooklyn,141 NORTH 6TH STREET,"Block: 2327, Lot:32 ...",Active (A)
"20TMP0547K, 20EHAN140K, 20CVCP053K",3513 Atlantic Avenue,Brooklyn,3513 ATLANTIC AVENUE,"Block: 4151, Lot:54",Active (A)
"21TMP0079K, 21EHAZ021K, 21CVCP020K",144 Noll Street,Brooklyn,144 NOLL,"Block: 3154, Lot:23 ...",Active (A)
"19TMP1140K, 21TMP1095K (MERGED), 21EHAN240K",1555 BEDFORD AVENUE - Building 2,Brooklyn,1555 BEDFORD AVENUE,"Block: 1274, Lot:1 ...",Completed (C)
"20TMP0270K, 20EH-A060K",449 Chester Street,Brooklyn,437 CHESTER STREET,"Block: 3602, Lot:12",Completed (C)
"20TMP0902K, 20EHAN201K",312 CONEY ISLAND AVENUE,Brooklyn,312 CONEY ISLAND AVENUE,"Block: 5322, Lot:20 ...",Active (A)
"22TMP0671K, 22EH-N147K, 22CVCP041K",2905 West 17th Street,Brooklyn,2905 WEST 17TH STREET,"Block: 7062, Lot:1 ...",Active (A)
"22TMP1834K, 22EHAN422K, 23CVCP006K",1514-1530 60th Street,Brooklyn,1514-1530 60TH STREET,"Block: 5516, Lot:14 ...",Active (A)
"22TMP0805K, 22EHAN181K",2864 ATLANTIC AVENUE,Brooklyn,2864 ATLANTIC AVENUE,"Block: 3965, Lot:11",Active (A)
"15TMP0012K, 15EH-N012K, 15CVCP089K",963 Atlantic Avenue,Brooklyn,963 Atlantic Avenue,"Block: 2019, Lot:80",Active (A)
"17TMP0160K, 17CVCP035K, 22EHAZ113K, 23TMP0252K (MERGED)",75 DUPONT STREET,Brooklyn,93 DUPONT STREET,"Block: 2487, Lot:57 ...",Active (A)
"19TMP0704K, 19EHAN181K, 22CVCP001K",2700 Atlantic Avenue,Brooklyn,2700 ATLANTIC AVENUE,"Block: 3689, Lot:12 ...",Active (A)
"21TMP0871K, 21EHAN181K, 21CVCP049K",5914-5924 Bay Parkway,Brooklyn,5914-5924 BAY PARKWAY,"Block: 5515, Lot:43 ...",Active (A)
"13TMP0414K, 13EH-N414K, 14CVCP202K",738 Grand Street,Brooklyn,738 Grand Street,"Block: 2789, Lot:10",Active (A)
"22TMP0372K, 22EHAZ082K, 22CVCP027K, 22TMP0730K (MERGED)",311 Bergen Street,Brooklyn,311 BERGEN STREET,"Block: 198, Lot:48 ...",Active (A)
"18TMP1280K, 18EHAZ430K",134 HOPE STREET,Brooklyn,118 HOPE STREET,"Block: 2386, Lot:7 ...",Active (A)
"11TMP0021K, 11EHAZ021K, 21CVCP006K",416 Metropolitan Avenue,Brooklyn,416 Metropolitan Avenue,"Block: 2369, Lot:19",Active (A)
"20TMP0878K, 21CVCP033K",171 Throop Avenue,Brooklyn,171 THROOP AVENUE,"Block: 1723, Lot:3 ...",Active (A)
"14TMP0433K, 14EH-N433K, 14CVCP245K",140 Vanderbilt Avenue,Brooklyn,140 Vanderbilt Avenue,"Block: 2046, Lot:84",Active (A)
"22TMP0904K, 22EH-N205K, 22CVCP090K",30 Bushwick Avenue,Brooklyn,30 BUSHWICK AVENUE,"Block: 2772, Lot:14 ...",Active (A)
"14TMP0588K, 14EHAN588K, 15CVCP005K",Domino Sugar Site F - Refinery Building,Brooklyn,292 Kent Avenue,"Block: 2414, Lot:1 ...",Active (A)
"19TMP1307K, 19EH-A310K, 22CVCP091K",355 Shepherd Avenue,Brooklyn,355 SHEPHERD AVENUE,"Block: 3989, Lot:1 ...",Active (A)
"18TMP1006K, 18EH-A347K, 19CVCP010K",1457-1471 Flatbush Avenue,Brooklyn,1457-1471 FLATBUSH AVENUE,"Block: 5251, Lot:11 ...",Active (A)
"18TMP0317K, 18EHAZ133K, 19CVCP045K",102-110 North 1st Street,Brooklyn,102 NORTH 1ST STREET,"Block: 2379, Lot:16 ...",Active (A)
"13TMP0074K, 13EHAZ074K",257 Driggs Avenue,Brooklyn,257 Driggs Avenue,"Block: 2699, Lot:9",Active (A)
"21TMP1318K, 22EH-A153K, 22CVCP045K",420-430 Carroll Street,Brooklyn,420 CARROLL STREET,"Block: 453, Lot:1 ...",Active (A)
"21TMP0991K, 21EHAN209K, 22CVCP042K",2400 Pitkin Avenue,Brooklyn,2400 PITKIN AVENUE,"Block: 4017, Lot:15 ...",Active (A)
"22TMP0410K, 22EH-N088K",32 INDIA STREET,Brooklyn,32 INDIA STREET,"Block: 2539, Lot:1",Active (A)
"20TMP1147K, 21EH-A298K, 22CVCP032K",30 Bartlett Street,Brooklyn,30 BARTLETT STREET,"Block: 2272, Lot:9",Active (A)
"18TMP1222K, 18EHAN410K","573 Emerald Street - Linden Boulevard Phase II, Building 2",Brooklyn,573 EMERALD STREET,"Block: 4496, Lot:15 ...",Active (A)
"17TMP0161K, 18EHAN465K, 19CVCP053K",Greenpoint Landing D,Brooklyn,1 EAGLE STREET,"Block: 2472, Lot:21 ...",Completed (C)
"19TMP1561K, 19EHAN348K",2435 Pacific Street,Brooklyn,2435 PACIFIC STREET,"Block: 1437, Lot:46 ...",Active (A)
"22TMP0616K, 22EH-N123K, 22CVCP049K",73-75 McGuinness Blvd,Brooklyn,73-75 MCGUINNESS BLVD,"Block: 2649, Lot:24 ...",Active (A)
"17TMP0884K, 18EHAN002K, 18CVCP079K",575 Grand Street,Brooklyn,575 Grand Street,"Block: 2780, Lot:1 ...",Active (A)
"16TMP0199K, 16EH-N187K, 17CVCP053K",566 Grand Street,Brooklyn,566 Grand Street,"Block: 2785, Lot:27 ...",Active (A)
"21TMP0028K, 21EHAZ020K, 21CVCP053K",209 North 11th Street,Brooklyn,209 NORTH 11TH STREET,"Block: 2292, Lot:29",Active (A)
"22TMP0061K, 22EHAN022K, 22CVCP034K",Greenpoint Landing E1,Brooklyn,16 DUPONT STREET,"Block: 2494, Lot:6 ...",Active (A)
"22TMP0900K, 22EHAZ203K, 23CVCP009K",88 North 1st Street,Brooklyn,88 North 1st Street,"Block: 2379, Lot:9",Active (A)
"14TMP0272K, 14EHAN272K, 21CVCP041K",584 4th Avenue,Brooklyn,584 4th Avenue,"Block: 1051, Lot:39",Active (A)
"20TMP0513K, 20EHAN118K, 20CVCP067K",886 Broadway,Brooklyn,886 BROADWAY,"Block: 1582, Lot:15 ...",Completed (C)
"20TMP1231K, 21EHAN067K, 21CVCP014K",590-594 Myrtle Avenue,Brooklyn,590-594 MYRTLE AVENUE,"Block: 1910, Lot:25 ...",Completed (C)
"19TMP0245K, 19EH-A082K, 22CVCP007K",639-641 East 28th Street,Brooklyn,639-641 EAST 28TH STREET,"Block: 5251, Lot:14 ...",Active (A)
