CAS.No,Parameter,Results,Units,LOQ,Dilution,Matrix,Lab,Street,Client_ID,Collection_date,Analysis_date,Project_ID
72477,* tert-Butylbenzene,NA,ug/m3,1,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
135-98-8,* sec-Butylbenzene,NA,ug/m3,1,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
99-87-6,* p-Tsopropyltoluene,NA,ug/m3,1,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
104-51-8,* n-Butylbenzene,NA,ug/m3,1,1.902,SV,York,1127 Flatbush Avenue,LSV-3,2015-03-06,2015-03-10,15CVCP134K
630-20-6,"* 1,1,1,2-Tetrachloroethane",NA,ug/m3,0.8,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
63923,Vinyl Chloride,NA,ug/m3,0.075,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
593-60-2,Vinyl bromide,NA,ug/m3,0.51,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
108-05-4,Vinyl acetate,NA,ug/m3,0.41,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
65386,Trichloroethylene,NA,ug/m3,0.16,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
10061-02-6,"trans-1,3-Dichloropropylene",NA,ug/m3,0.53,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
156-60-5,"trans-1,2-Dichloroethylene",NA,ug/m3,0.46,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
108-88-3,Toluene,2,ug/m3,0.44,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
109-99-9,* Tetrahydrofuran,NA,ug/m3,0.34,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
127-18-4,Tetrachloroethylene,NA,ug/m3,0.2,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
100-42-5,Styrene,NA,ug/m3,0.5,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
115-07-1,* Propylene,NA,ug/m3,0.2,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
622-96-8,* p-Ethyltoluene,NA,ug/m3,0.57,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
179601-23-1,p- & m- Xylenes,1.2,ug/m3,1,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
95-47-6,o-Xylene,NA,ug/m3,0.51,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
110-54-3,n-Hexane,0.87,ug/m3,0.41,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
142-82-5,n-Heptane,NA,ug/m3,0.48,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
64164,Methylene chloride,5,ug/m3,0.81,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
1634-04-4,Methyl tert-butyl ether (MTBE),NA,ug/m3,0.42,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
108-10-1,4-Methyl-2-pentanone,NA,ug/m3,0.48,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
67-63-0,Isopropanol,3.1,ug/m3,0.57,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
87-68-3,Hexachlorobutadiene,NA,ug/m3,1.2,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
100-41-4,Ethyl Benzene,NA,ug/m3,0.51,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
141-78-6,* Ethyl acetate,NA,ug/m3,0.84,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
110-82-7,Cyclohexane,NA,ug/m3,0.4,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
10061-01-5,"cis-1,3-Dichloropropylene",NA,ug/m3,0.53,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
156-59-2,"cis-1,2-Dichloroethylene",0.65,ug/m3,0.46,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
74-87-3,Chloromethane,1.2,ug/m3,0.24,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
67-66-3,Chloroform,NA,ug/m3,0.57,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
75-00-3,Chloroethane,NA,ug/m3,0.31,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
56-23-5,Carbon tetrachloride,0.37,ug/m3,0.18,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
75-15-0,Carbon disulfide,NA,ug/m3,0.36,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
74-83-9,Bromomethane,NA,ug/m3,0.45,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
75-25-2,Bromoform,NA,ug/m3,1.2,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
75-27-4,Bromodichloromethane,NA,ug/m3,0.73,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
100-44-7,Benzyl chloride,NA,ug/m3,0.61,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
71-43-2,Benzene,0.97,ug/m3,0.37,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
67-64-1,Acetone,7.9,ug/m3,0.28,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
107-05-1,* 3-Chloropropene,NA,ug/m3,0.37,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
591-78-6,* 2-Hexanone,NA,ug/m3,0.96,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
78-93-3,2-Butanone,1.3,ug/m3,0.34,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
123-91-1,"1,4-Dioxane",NA,ug/m3,0.42,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
106-46-7,"1,4-Dichlorobenzene",NA,ug/m3,0.7,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
541-73-1,"1,3-Dichlorobenzene",NA,ug/m3,0.7,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
106-99-0,"1,3-Butadiene",NA,ug/m3,0.51,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
108-67-8,"1,3,5-Trimethylbenzene",NA,ug/m3,0.57,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
76-14-2,"1,2-Dichlorotetrafluoroethane",NA,ug/m3,0.82,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
78-87-5,"1,2-Dichloropropane",NA,ug/m3,0.54,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
107-06-2,"1,2-Dichloroethane",NA,ug/m3,0.47,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
95-50-1,"1,2-Dichlorobenzene",NA,ug/m3,0.7,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
95-63-6,"1,2,4-Trimethylbenzene",NA,ug/m3,0.57,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
120-82-1,"1,2,4-Trichlorobenzene",NA,ug/m3,0.87,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
75-35-4,"1,1-Dichloroethylene",NA,ug/m3,0.46,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
75-34-3,"1,1-Dichloroethane",NA,ug/m3,0.47,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
75-69-4,Trichlorofluoromethane (Freon 11),1.2,ug/m3,0.66,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
79-00-5,"1,1,2-Trichloroethane",NA,ug/m3,0.64,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
76-13-1,"1,1,2-Trichloro-1,2,2-trifluoroethane (Freon 113)",NA,ug/m3,0.9,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
79-34-5,"1,1,2,2-Tetrachloroethane",NA,ug/m3,0.8,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
71-55-6,"1,1,1-Trichloroethane",NA,ug/m3,0.64,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
75-71-8,Dichlorodifluoromethane,1.8,ug/m3,0.58,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
106-93-4,"1,2-Dibromoethane",NA,ug/m3,0.9,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
124-48-1,Dibromochloromethane,NA,ug/m3,0.94,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
80-62-6,Methyl Methacrylate,NA,ug/m3,0.48,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
107-13-1,* Acrylonitrile,NA,ug/m3,0.25,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
108-90-7,Chlorobenzene,NA,ug/m3,0.54,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
142-28-9,"* 1,3-Dichloropropane",NA,ug/m3,0.54,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
103-65-1,* n-Propylbenzene,NA,ug/m3,0.57,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
72477,* tert-Butylbenzene,NA,ug/m3,0.64,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
135-98-8,* sec-Butylbenzene,NA,ug/m3,0.64,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
99-87-6,* p-Tsopropyltoluene,NA,ug/m3,0.64,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
104-51-8,* n-Butylbenzene,NA,ug/m3,0.64,1.169,Outdoor Ambient Air,York,1127 Flatbush Avenue,Ambient-1,2015-03-06,2015-03-10,15CVCP134K
63923,Vinyl Chloride,NA,ug/m3,4.4,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
108-05-4,Vinyl acetate,NA,ug/m3,6.1,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
65386,Trichloroethylene,NA,ug/m3,2.3,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
10061-02-6,"trans-1,3-Dichloropropylene",NA,ug/m3,7.9,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
156-60-5,"trans-1,2-Dichloroethylene",NA,ug/m3,6.9,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
108-88-3,Toluene,62,ug/m3,6.5,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
109-99-9,* Tetrahydrofuran,20,ug/m3,5.1,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
127-18-4,Tetrachloroethylene,NA,ug/m3,12,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
100-42-5,Styrene,NA,ug/m3,7.4,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
115-07-1,* Propylene,NA,ug/m3,3,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
622-96-8,* p-Ethyltoluene,11,ug/m3,8.5,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
179601-23-1,p- & m- Xylenes,40,ug/m3,15,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
95-47-6,o-Xylene,13,ug/m3,7.5,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
110-54-3,n-Hexane,46,ug/m3,6.1,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
142-82-5,n-Heptane,11,ug/m3,7.1,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
64164,Methylene chloride,80,ug/m3,12,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
1634-04-4,Methyl tert-butyl ether (MTBE),NA,ug/m3,6.3,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
108-10-1,4-Methyl-2-pentanone,NA,ug/m3,7.1,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
67-63-0,Tsopropanol,NA,ug/m3,8.5,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
87-68-3,Hexachlorobutadiene,NA,ug/m3,19,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
100-41-4,Ethyl Benzene,11,ug/m3,7.5,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
141-78-6,* Ethyl acetate,NA,ug/m3,13,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
110-82-7,Cyclohexane,NA,ug/m3,6,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
10061-01-5,"cis-1,3-Dichloropropylene",NA,ug/m3,7.9,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
156-59-2,"cis-1,2-Dichloroethylene",NA,ug/m3,6.9,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
74-87-3,Chloromethane,NA,ug/m3,3.6,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
67-66-3,Chloroform,NA,ug/m3,8.5,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
75-00-3,Chloroethane,NA,ug/m3,4.6,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
56-23-5,Carbon tetrachloride,NA,ug/m3,2.7,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
75-15-0,Carbon disulfide,NA,ug/m3,5.4,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
74-83-9,Bromomethane,NA,ug/m3,6.7,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
75-25-2,Bromoform,NA,ug/m3,18,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
75-27-4,Bromodichloromethane,NA,ug/m3,11,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
100-44-7,Benzyl chloride,NA,ug/m3,9,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
71-43-2,Benzene,NA,ug/m3,5.5,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
67-64-1,Acetone,470,ug/m3,4.1,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
591-78-6,* 2-Hexanone,15,ug/m3,14,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
78-93-3,2-Butanone,72,ug/m3,5.1,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
123-91-1,"1,4-Dioxane",NA,ug/m3,6.3,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
106-46-7,"1,4-Dichlorobenzene",NA,ug/m3,10,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
541-73-1,"1,3-Dichlorobenzene",NA,ug/m3,10,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
106-99-0,"1,3-Butadiene",NA,ug/m3,7.5,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
108-67-8,"1,3,5-Trimethylbenzene",NA,ug/m3,8.5,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
76-14-2,"1,2-Dichlorotetrafluoroethane",NA,ug/m3,12,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
78-87-5,"1,2-Dichloropropane",NA,ug/m3,8,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
107-06-2,"1,2-Dichloroethane",NA,ug/m3,7,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
95-50-1,"1,2-Dichlorobenzene",NA,ug/m3,10,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
95-63-6,"1,2,4-Trimethylbenzene",11,ug/m3,8.5,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
120-82-1,"1,2,4-Trichlorobenzene",NA,ug/m3,13,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
75-35-4,"1,1-Dichloroethylene",NA,ug/m3,6.9,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
75-34-3,"1,1-Dichloroethane",NA,ug/m3,7,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
75-69-4,Trichlorofluoromethane (Freon 11),NA,ug/m3,9.8,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
79-00-5,"1,1,2-Trichloroethane",NA,ug/m3,9.5,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
76-13-1,"1,1,2-Trichloro-1,2,2-trifluoroethane (Freon 113)",NA,ug/m3,13,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
79-34-5,"1,1,2,2-Tetrachloroethane",NA,ug/m3,12,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
71-55-6,"1,1,1-Trichloroethane",NA,ug/m3,9.5,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
75-71-8,Dichlorodifluoromethane,NA,ug/m3,8.6,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
106-93-4,"1,2-Dibromoethane",NA,ug/m3,13,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
124-48-1,Dibromochloromethane,NA,ug/m3,14,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
80-62-6,Methyl Methacrylate,NA,ug/m3,7.1,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
108-90-7,Chlorobenzene,NA,ug/m3,8,17.08,SV,York,83 Grand Street,SV-1,2014-05-22,2014-05-28,15CVCP050K
108-05-4,Vinyl acetate,NA,ug/m3,6.1,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
65386,Trichloroethylene,NA,ug/m3,2.3,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
10061-02-6,"trans-1,3-Dichloropropylene",NA,ug/m3,7.9,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
156-60-5,"trans-1,2-Dichloroethylene",NA,ug/m3,6.9,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
108-88-3,Toluene,71,ug/m3,6.5,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
109-99-9,* Tetrahydrofuran,NA,ug/m3,5.1,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
127-18-4,Tetrachloroethylene,NA,ug/m3,12,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
100-42-5,Styrene,NA,ug/m3,7.4,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
115-07-1,* Propylene,NA,ug/m3,3,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
622-96-8,* p-Ethyltoluene,16,ug/m3,8.5,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
179601-23-1,p- & m- Xylenes,48,ug/m3,15,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
95-47-6,o-Xylene,20,ug/m3,7.5,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
110-54-3,n-Hexane,2800,ug/m3,12,34.16,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
142-82-5,n-Heptane,1100,ug/m3,7.1,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
64164,Methylene chloride,NA,ug/m3,12,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
1634-04-4,Methyl tert-butyl ether (MTBE),NA,ug/m3,6.3,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
108-10-1,4-Methyl-2-pentanone,NA,ug/m3,7.1,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
67-63-0,Tsopropanol,NA,ug/m3,8.5,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
87-68-3,Hexachlorobutadiene,NA,ug/m3,19,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
100-41-4,Ethyl Benzene,15,ug/m3,7.5,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
141-78-6,* Ethyl acetate,NA,ug/m3,13,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
110-82-7,Cyclohexane,7.2,ug/m3,6,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
10061-01-5,"cis-1,3-Dichloropropylene",NA,ug/m3,7.9,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
156-59-2,"cis-1,2-Dichloroethylene",NA,ug/m3,6.9,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
74-87-3,Chloromethane,NA,ug/m3,3.6,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
67-66-3,Chloroform,NA,ug/m3,8.5,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
75-00-3,Chloroethane,NA,ug/m3,4.6,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
56-23-5,Carbon tetrachloride,NA,ug/m3,2.7,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
75-15-0,Carbon disulfide,NA,ug/m3,5.4,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
74-83-9,Bromomethane,NA,ug/m3,6.7,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
75-25-2,Bromoform,NA,ug/m3,18,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
75-27-4,Bromodichloromethane,NA,ug/m3,11,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
100-44-7,Benzyl chloride,NA,ug/m3,9,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
71-43-2,Benzene,NA,ug/m3,5.5,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
67-64-1,Acetone,530,ug/m3,4.1,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
591-78-6,* 2-Hexanone,NA,ug/m3,14,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
78-93-3,2-Butanone,92,ug/m3,5.1,17.08,SV,York,83 Grand Street,SV-2,2014-05-22,2014-05-28,15CVCP050K
