project_id,street_address,sample_id,parameter,ppbv_result,ppbv_rl,ug_m3_result,ug_m3_rl,date_time,by,lab
17CVCP060K,633 Marcy Avenue,SV3,% Bromofluorobenzene,103,%,103,%,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,"1,1,1,2-Tetrachloroethane",ND,0.14599999999999999,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,"1,1,1-Trichloroethane",ND,0.183,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,"1,1,2,2-Tetrachloroethane",ND,0.14599999999999999,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,"1,1,2-Trichloroethane",ND,0.183,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,"1,1-Dichloroethane",ND,0.247,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,"1,1-Dichloroethene",ND,0.252,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,"1,2,4-Trichlorobenzene",ND,0.13500000000000001,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,"1,2,4-Trimethylbenzene",0.54800000000000004,0.20399999999999999,2.69,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,"1,2-Dibromoethane(EDB)",ND,0.13,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,"1,2-Dichlorobenzene",ND,0.16600000000000001,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,"1,2-Dichloroethane",ND,0.247,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,"1,2-dichloropropane",ND,0.217,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,"1,2-Dichlorotetrafluoroethane",ND,0.14299999999999999,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,"1,3,5-Trimethylbenzene",ND,0.20399999999999999,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,"1,3-Butadiene",ND,0.45200000000000001,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,"1,3-Dichlorobenzene",ND,0.16600000000000001,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,"1,4-Dichlorobenzene",ND,0.16600000000000001,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,"1,4-Dioxane",ND,0.27800000000000002,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,2-Hexanone(MBK),ND,0.24399999999999999,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,4-Ethyltoluene,ND,0.20399999999999999,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,4-Isopropyltoluene,ND,0.182,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,4-Methyl-2-pentanone(MIBK),ND,0.24399999999999999,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Acetone,15.8,0.42099999999999999,37.5,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Acrylonitrile,ND,0.46100000000000002,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Benzene,0.50900000000000001,0.313,1.63,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Benzyl chloride,ND,0.193,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Bromodichloromethane,ND,0.14899999999999999,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Bromoform,ND,9.7000000000000003E-2,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Bromomethane,ND,0.25800000000000001,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Carbon Disulfide,ND,0.32100000000000001,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Carbon Tetrachloride,6.3E-2,0.04,0.4,0.25,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Chlorobenzene,ND,0.217,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Chloroethane,ND,0.379,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Chloroform,ND,0.20499999999999999,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Chloromethane,ND,0.48499999999999999,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,"Cis-1,2-Dichloroethene",ND,0.252,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,"cis-1,3-Dichloropropene",ND,0.221,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Cyclohexane,ND,0.29099999999999998,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Dibromochloromethane,ND,0.11799999999999999,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Dichlorodifluoromethane,0.48299999999999998,0.20200000000000001,2.39,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Ethanol,12.5,0.53100000000000003,23.5,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Ethyl acetate,ND,0.27800000000000002,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Ethylbenzene,0.61599999999999999,0.23,2.67,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Heptane,0.38700000000000001,0.24399999999999999,1.59,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Hexachlorobutadiene,ND,9.4E-2,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Hexane,0.39300000000000002,S  0.284,1.38,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Isopropylalcohol,1.08,0.40699999999999997,2.65,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Isopropylbenzene,ND,0.20399999999999999,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,"m,p-Xylene",1.39,0.23,6.03,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Methyl Ethyl Ketone,5.39,0.33900000000000002,15.9,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Methyl tert-butyl ether(MTBE),ND,0.27800000000000002,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Methylene Chloride,ND,0.28799999999999998,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,n-Butylbenzene,ND,0.182,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,o-Xylene,0.51400000000000001,0.23,2.23,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Propylene,0.95099999999999996,0.58099999999999996,1.64,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,sec-Butylbenzene,ND,0.182,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Styrene,ND,0.23499999999999999,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Tetrachloroethene,0.312,3.6999999999999998E-2,2.11,0.25,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Tetrahydrofuran,9.2799999999999994,0.33900000000000002,27.4,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Toluene,2.16,0.26600000000000001,8.1300000000000008,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,"Trans-1,2-Dichloroethene",ND,0.252,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,"trans-1,3-Dichloropropene",ND,0.221,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Trichloroethene,ND,4.7E-2,ND,0.25,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Trichlorofluoromethane,0.26400000000000001,0.17799999999999999,1.48,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Trichlorotrifluoroethane,ND,0.13100000000000001,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,Vinyl Chloride,ND,9.8000000000000004E-2,ND,0.25,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS1,% Bromofluorobenzene,104,%,104,%,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,"1,1,1,2-Tetrachloroethane",ND,0.14599999999999999,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,"1,1,1-Trichloroethane",ND,0.183,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,"1,1,2,2-Tetrachloroethane",ND,0.14599999999999999,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,"1,1,2-Trichloroethane",ND,0.183,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,"1,1-Dichloroethane",ND,0.247,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,"1,1-Dichloroethene",ND,0.252,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,"1,2,4-Trichlorobenzene",ND,0.13500000000000001,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,"1,2,4-Trimethylbenzene",0.49099999999999999,0.20399999999999999,2.41,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,"1,2-Dibromoethane(EDB)",ND,0.13,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,"1,2-Dichlorobenzene",ND,0.16600000000000001,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,"1,2-Dichloroethane",ND,0.247,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,"1,2-dichloropropane",ND,0.217,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,"1,2-Dichlorotetrafluoroethane",ND,0.14299999999999999,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,"1,3,5-Trimethylbenzene",ND,0.20399999999999999,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,"1,3-Butadiene",ND,0.45200000000000001,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,"1,3-Dichlorobenzene",ND,0.16600000000000001,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,"1,4-Dichlorobenzene",ND,0.16600000000000001,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,"1,4-Dioxane",ND,0.27800000000000002,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,2-Hexanone(MBK),ND,0.24399999999999999,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,4-Ethyltoluene,ND,0.20399999999999999,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,4-Isopropyltoluene,ND,0.182,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,4-Methyl-2-pentanone(MIBK),0.56699999999999995,0.24399999999999999,2.3199999999999998,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Acetone,8.42,0.42099999999999999,20,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Acrylonitrile,ND,0.46100000000000002,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Benzene,0.74299999999999999,0.313,2.37,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Benzyl chloride,ND,0.193,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Bromodichloromethane,ND,0.14899999999999999,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Bromoform,ND,9.7000000000000003E-2,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Bromomethane,ND,0.25800000000000001,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Carbon Disulfide,0.93300000000000005,0.32100000000000001,2.9,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Carbon Tetrachloride,8.6999999999999994E-2,0.04,0.55000000000000004,0.25,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Chlorobenzene,ND,0.217,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Chloroethane,ND,0.379,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Chloroform,0.25600000000000001,0.20499999999999999,1.25,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Chloromethane,ND,0.48499999999999999,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,"Cis-1,2-Dichloroethene",ND,0.252,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,"cis-1,3-Dichloropropene",ND,0.221,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Cyclohexane,1.25,0.29099999999999998,4.3,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Dibromochloromethane,ND,0.11799999999999999,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Dichlorodifluoromethane,0.47699999999999998,0.20200000000000001,2.36,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Ethanol,4.51,0.53100000000000003,8.49,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Ethyl acetate,ND,0.27800000000000002,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Ethylbenzene,0.96,0.23,4.17,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Heptane,7.67,0.24399999999999999,31.4,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Hexachlorobutadiene,ND,9.4E-2,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Hexane,1.22,S  0.284,4.3,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Isopropylalcohol,0.73099999999999998,0.40699999999999997,1.8,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Isopropylbenzene,ND,0.20399999999999999,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,"m,p-Xylene",1.54,0.23,6.68,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Methyl Ethyl Ketone,9.2100000000000009,0.33900000000000002,27.1,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Methyl tert-butyl ether(MTBE),ND,0.27800000000000002,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Methylene Chloride,0.66500000000000004,S  0.288,2.31,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,n-Butylbenzene,ND,0.182,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,o-Xylene,0.503,0.23,2.1800000000000002,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Propylene,3.27,0.58099999999999996,5.62,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,sec-Butylbenzene,ND,0.182,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Styrene,ND,0.23499999999999999,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Tetrachloroethene,0.5,3.6999999999999998E-2,3.39,0.25,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Tetrahydrofuran,3.48,0.33900000000000002,10.3,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Toluene,17.100000000000001,0.26600000000000001,64.400000000000006,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,"Trans-1,2-Dichloroethene",ND,0.252,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,"trans-1,3-Dichloropropene",ND,0.221,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Trichloroethene,ND,4.7E-2,ND,0.25,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Trichlorofluoromethane,0.27800000000000002,0.17799999999999999,1.56,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Trichlorotrifluoroethane,ND,0.13100000000000001,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,Vinyl Chloride,ND,9.8000000000000004E-2,ND,0.25,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV5,% Bromofluorobenzene,104,%,104,%,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,NA,ND,NA,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,NA,0.24,NA,1.18,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,NA,0.38900000000000001,NA,1.59,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Acetone,486,D,1150,29.9,2016-12-28T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,NA,0.36499999999999999,NA,1.17,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Bromodichloromethane,ND,0.14899999999999999,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Bromoform,ND,9.7000000000000003E-2,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Bromomethane,ND,0.25800000000000001,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Carbon Disulfide,0.38200000000000001,0.32100000000000001,1.19,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Carbon Tetrachloride,6.7000000000000004E-2,0.04,0.42,0.25,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Chlorobenzene,ND,0.217,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Chloroethane,ND,0.379,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Chloroform,0.219,0.20499999999999999,1.07,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Chloromethane,ND,0.48499999999999999,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,"Cis-1,2-Dichloroethene",ND,0.252,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,"cis-1,3-Dichloropropene",ND,0.221,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Cyclohexane,ND,0.29099999999999998,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Dibromochloromethane,ND,0.11799999999999999,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Dichlorodifluoromethane,0.55500000000000005,0.20200000000000001,2.74,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Ethanol,15.2,0.53100000000000003,28.6,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Ethyl acetate,ND,0.27800000000000002,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Ethylbenzene,3.11,0.23,13.5,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Heptane,0.95399999999999996,0.24399999999999999,3.91,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Hexachlorobutadiene,ND,9.4E-2,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Hexane,ND,0.28399999999999997,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Isopropylalcohol,22.5,0.40699999999999997,55.3,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Isopropylbenzene,ND,0.20399999999999999,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,"m,p-Xylene",1.86,0.23,8.07,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Methyl Ethyl Ketone,65.099999999999994,D   10.2,192,30.1,2016-12-28T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Methyl tert-butyl ether(MTBE),ND,0.27800000000000002,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Methylene Chloride,ND,0.28799999999999998,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,n-Butylbenzene,ND,0.182,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,o-Xylene,0.52700000000000002,0.23,2.29,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Propylene,ND,0.58099999999999996,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,sec-Butylbenzene,ND,0.182,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Styrene,ND,0.23499999999999999,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Tetrachloroethene,1.05,3.6999999999999998E-2,7.12,0.25,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Tetrahydrofuran,135,D   10.2,398,30.1,2016-12-28T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Toluene,5.25,0.26600000000000001,19.8,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,"Trans-1,2-Dichloroethene",ND,0.252,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,"trans-1,3-Dichloropropene",ND,0.221,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Trichloroethene,0.19700000000000001,4.7E-2,1.06,0.25,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Trichlorofluoromethane,0.27400000000000002,0.17799999999999999,1.54,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Trichlorotrifluoroethane,ND,0.13100000000000001,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,Vinyl Chloride,ND,9.8000000000000004E-2,ND,0.25,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SV4,% Bromofluorobenzene,104,%,104,%,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS2,"1,1,1,2-Tetrachloroethane",ND,0.14599999999999999,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS2,"1,1,1-Trichloroethane",ND,0.183,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS2,"1,1,2,2-Tetrachloroethane",ND,0.14599999999999999,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS2,"1,1,2-Trichloroethane",ND,0.183,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
17CVCP060K,633 Marcy Avenue,SS2,"1,1-Dichloroethane",ND,0.247,ND,1,2016-12-24T05:00:00Z,KCA,phoenix
