project_id,street_address,sample_id,parameter,ppbv_result,ppbv_rl,ug_m3_result,ug_m3_rl,date_time,by,lab
18CVCP063K,67 Duffield Street,SG 5,"Cis-1,2-Dichloroethene",6.8000000000000005E-2,5.0999999999999997E-2,0.27,0.2,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 5,"cis-1,3-Dichloropropene",ND,0.221,ND,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 5,Cyclohexane,5.16,0.29099999999999998,17.8,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 5,Dibromochloromethane,ND,0.11799999999999999,ND,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 5,Dichlorodifluoromethane,11.1,0.20200000000000001,54.9,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 5,Ethanol,40.5,E  0.531,76.3,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 5,Ethyl acetate,ND,0.27800000000000002,ND,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 5,Ethylbenzene,2.29,0.23,9.9,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 5,Heptane,4.47,0.24399999999999999,18.3,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 5,Hexachlorobutadiene,ND,9.4E-2,ND,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 5,Hexane,3.72,0.28399999999999997,13.1,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 5,Isopropylalcohol,1.52,0.40699999999999997,3.73,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 5,Isopropylbenzene,ND,0.20399999999999999,ND,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 5,"m,p-Xylene",6.73,0.23,29.2,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 5,Methyl Ethyl Ketone,9.83,0.33900000000000002,29,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 5,Methyl tert-butyl ether(MTBE),ND,0.27800000000000002,ND,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 5,Methylene Chloride,ND,0.86399999999999999,ND,3,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 5,n-Butylbenzene,ND,0.182,ND,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 5,o-Xylene,2.59,0.23,11.2,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 5,Propylene,ND,0.58099999999999996,ND,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 5,sec-Butylbenzene,ND,0.182,ND,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 5,Styrene,0.3,0.23499999999999999,1.28,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 5,Tetrachloroethene,0.85199999999999998,3.6999999999999998E-2,5.78,0.25,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 5,Tetrahydrofuran,5.2,0.33900000000000002,15.3,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 5,Toluene,17.100000000000001,0.26600000000000001,64.400000000000006,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 5,"Trans-1,2-Dichloroethene",ND,0.252,ND,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 5,"trans-1,3-Dichloropropene",ND,0.221,ND,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 5,Trichloroethene,4.7E-2,3.6999999999999998E-2,0.25,0.2,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 5,Trichlorofluoromethane,1.17,0.17799999999999999,6.57,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 5,Trichlorotrifluoroethane,ND,0.13100000000000001,ND,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 5,Vinyl Chloride,ND,7.8E-2,ND,0.2,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 5,% Bromofluorobenzene,96,%,96,%,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 4,"1,1,1,2-Tetrachloroethane",ND,0.14599999999999999,ND,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 4,"1,1,1-Trichloroethane",ND,0.183,ND,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 4,"1,1,2,2-Tetrachloroethane",ND,0.14599999999999999,ND,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 4,"1,1,2-Trichloroethane",ND,0.183,ND,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 4,"1,1-Dichloroethane",ND,0.247,ND,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 4,"1,1-Dichloroethene",ND,5.0999999999999997E-2,ND,0.2,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 4,"1,2,4-Trichlorobenzene",ND,0.13500000000000001,ND,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 4,"1,2,4-Trimethylbenzene",0.47,0.20399999999999999,2.31,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 4,"1,2-Dibromoethane(EDB)",ND,0.13,ND,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 4,"1,2-Dichlorobenzene",ND,0.16600000000000001,ND,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 4,"1,2-Dichloroethane",ND,0.247,ND,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 4,"1,2-dichloropropane",ND,0.217,ND,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 4,"1,2-Dichlorotetrafluoroethane",ND,0.14299999999999999,ND,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 4,"1,3,5-Trimethylbenzene",ND,0.20399999999999999,ND,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 4,"1,3-Butadiene",ND,0.45200000000000001,ND,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 4,"1,3-Dichlorobenzene",ND,0.16600000000000001,ND,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 4,"1,4-Dichlorobenzene",ND,0.16600000000000001,ND,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 4,"1,4-Dioxane",ND,0.27800000000000002,ND,1,2018-02-27T05:00:00Z,KCA,phoenix
18CVCP063K,67 Duffield Street,SG 4,2-Hexanone(MBK),ND,0.24399999999999999,ND,1,2018-02-27T05:00:00Z,KCA,phoenix
