street_address,laboratory,lab_data_availability,sample_id,collection_date,analysis_date,parameter,ppbv_results,ppbv_rl,ug_m3_results,ug_m3_rl
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,Benzene,ND,0.539,ND,1.72
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,Carbon tetrachloride,ND,0.539,ND,3.39
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,Cyclohexane,ND,0.539,ND,1.86
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,"1,2-Dichloropropane",ND,0.539,ND,2.49
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,Bromodichloromethane,ND,0.539,ND,3.61
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,"1,4-Dioxane",ND,0.539,ND,1.94
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,Trichloroethene,ND,0.539,ND,2.9
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,"2,2,4-Trimethylpentane",ND,0.539,ND,2.52
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,Heptane,ND,0.539,ND,2.21
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,"cis-1,3-Dichloropropene",ND,0.539,ND,2.45
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,4-Methyl-2-pentanone,ND,0.539,ND,2.21
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,"trans-1,3-Dichloropropene",ND,0.539,ND,2.45
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,"1,1,2-Trichloroethane",ND,0.539,ND,2.94
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,Toluene,ND,0.539,ND,2.03
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,2-Hexanone,ND,0.539,ND,2.21
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,Dibromochloromethane,ND,0.539,ND,4.59
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,"1,2-Dibromoethane",ND,0.539,ND,4.14
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,Tetrachloroethene,ND,0.539,ND,3.66
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,Chlorobenzene,ND,0.539,ND,2.48
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,Ethylbenzene,ND,0.539,ND,2.34
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,p/m-Xylene,ND,1.08,ND,4.69
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,Bromoform,ND,0.539,ND,5.57
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,Styrene,ND,0.539,ND,2.29
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,"1,1,2,2-Tetrachloroethane",ND,0.539,ND,3.7
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,o-Xylene,ND,0.539,ND,2.34
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,4-Ethyltoluene,ND,0.539,ND,2.65
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,"1,3,5-Trimethylbenzene",ND,0.539,ND,2.65
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,"1,2,4-Trimethylbenzene",ND,0.539,ND,2.65
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,Benzyl chloride,ND,0.539,ND,2.79
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,"1,3-Dichlorobenzene",ND,0.539,ND,3.24
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,"1,4-Dichlorobenzene",ND,0.539,ND,3.24
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,"1,2-Dichlorobenzene",ND,0.539,ND,3.24
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,"1,2,4-Trichlorobenzene",ND,0.539,ND,4
Greenpoint Landing G1,Alpha Analytical,Yes,AA01,2013-09-17,2013-09-20T00:00:00Z,Hexachlorobutadiene,ND,0.539,ND,5.75
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Propylene,ND,1.37,ND,2.36
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Dichlorodifluoromethane,0.581,0.548,2.87,2.71
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Chloromethane,ND,0.548,ND,1.13
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Freon-114,ND,0.548,ND,3.83
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Vinyl chloride,ND,0.548,ND,1.4
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,"1,3-Butadiene",ND,0.548,ND,1.21
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Bromomethane,ND,0.548,ND,2.13
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Chloroethane,ND,0.548,ND,1.45
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Ethanol,ND,6.85,ND,12.9
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Vinyl bromide,ND,0.548,ND,2.4
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Acetone,3.83,2.74,9.1,6.51
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Trichlorofluoromethane,ND,0.548,ND,3.08
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Isopropanol,ND,1.37,ND,3.37
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,"1,1-Dichloroethene",ND,0.548,ND,2.17
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Methylene chloride,ND,2.74,ND,9.52
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,3-Chloropropene,ND,0.548,ND,1.72
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Carbon disulfide,ND,0.548,ND,1.71
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Freon-113,ND,0.548,ND,4.2
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,"trans-1,2-Dichloroethene",ND,0.548,ND,2.17
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,"1,1-Dichloroethane",ND,0.548,ND,2.22
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Methyl tert butyl ether,ND,0.548,ND,1.98
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Vinyl acetate,ND,0.548,ND,1.93
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,2-Butanone,ND,0.548,ND,1.62
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,"cis-1,2-Dichloroethene",ND,0.548,ND,2.17
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Ethyl Acetate,ND,1.37,ND,4.94
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Chloroform,ND,0.548,ND,2.68
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Tetrahydrofuran,ND,0.548,ND,1.62
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,"1,2-Dichloroethane",ND,0.548,ND,2.22
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,n-Hexane,ND,0.548,ND,1.93
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,"1,1,1-Trichloroethane",ND,0.548,ND,2.99
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Benzene,ND,0.548,ND,1.75
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Carbon tetrachloride,ND,0.548,ND,3.45
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Cyclohexane,ND,0.548,ND,1.89
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,"1,2-Dichloropropane",ND,0.548,ND,2.53
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Bromodichloromethane,ND,0.548,ND,3.67
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,"1,4-Dioxane",ND,0.548,ND,1.97
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Trichloroethene,ND,0.548,ND,2.95
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,"2,2,4-Trimethylpentane",ND,0.548,ND,2.56
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Heptane,ND,0.548,ND,2.25
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,"cis-1,3-Dichloropropene",ND,0.548,ND,2.49
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,4-Methyl-2-pentanone,ND,0.548,ND,2.25
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,"trans-1,3-Dichloropropene",ND,0.548,ND,2.49
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,"1,1,2-Trichloroethane",ND,0.548,ND,2.99
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Toluene,0.595,0.548,2.24,2.07
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,2-Hexanone,ND,0.548,ND,2.25
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Dibromochloromethane,ND,0.548,ND,4.67
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,"1,2-Dibromoethane",ND,0.548,ND,4.21
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Tetrachloroethene,ND,0.548,ND,3.72
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Chlorobenzene,ND,0.548,ND,2.52
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Ethylbenzene,ND,0.548,ND,2.38
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,p/m-Xylene,ND,1.1,ND,4.78
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Bromoform,ND,0.548,ND,5.67
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Styrene,ND,0.548,ND,2.33
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,"1,1,2,2-Tetrachloroethane",ND,0.548,ND,3.76
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,o-Xylene,ND,0.548,ND,2.38
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,4-Ethyltoluene,ND,0.548,ND,2.69
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,"1,3,5-Trimethylbenzene",ND,0.548,ND,2.69
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,"1,2,4-Trimethylbenzene",ND,0.548,ND,2.69
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Benzyl chloride,ND,0.548,ND,2.84
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,"1,3-Dichlorobenzene",ND,0.548,ND,3.29
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,"1,4-Dichlorobenzene",ND,0.548,ND,3.29
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,"1,2-Dichlorobenzene",ND,0.548,ND,3.29
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,"1,2,4-Trichlorobenzene",ND,0.548,ND,4.07
Greenpoint Landing G1,Alpha Analytical,Yes,AA02,2013-09-18,2013-09-20T00:00:00Z,Hexachlorobutadiene,ND,0.548,ND,5.85
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Propylene,2.42,1.33,4.16,2.29
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Dichlorodifluoromethane,0.535,0.532,2.65,2.63
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Chloromethane,ND,0.532,ND,1.1
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Freon-114,ND,0.532,ND,3.72
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Vinyl chloride,ND,0.532,ND,1.36
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,"1,3-Butadiene",ND,0.532,ND,1.18
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Bromomethane,ND,0.532,ND,2.07
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Chloroethane,ND,0.532,ND,1.4
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Ethanol,18.6,6.65,35,12.5
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Vinyl bromide,ND,0.532,ND,2.33
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Acetone,81.3,2.66,193,6.32
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Trichlorofluoromethane,3.09,0.532,17.4,2.99
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Isopropanol,ND,1.33,ND,3.27
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,"1,1-Dichloroethene",ND,0.532,ND,2.11
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Methylene chloride,ND,2.66,ND,9.24
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,3-Chloropropene,ND,0.532,ND,1.67
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Carbon disulfide,17.6,0.532,54.8,1.66
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Freon-113,ND,0.532,ND,4.08
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,"trans-1,2-Dichloroethene",ND,0.532,ND,2.11
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,"1,1-Dichloroethane",ND,0.532,ND,2.15
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Methyl tert butyl ether,ND,0.532,ND,1.92
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Vinyl acetate,ND,0.532,ND,1.87
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,2-Butanone,2.25,0.532,6.64,1.57
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,"cis-1,2-Dichloroethene",ND,0.532,ND,2.11
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Ethyl Acetate,ND,1.33,ND,4.79
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Chloroform,0.628,0.532,3.07,2.6
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Tetrahydrofuran,ND,0.532,ND,1.57
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,"1,2-Dichloroethane",ND,0.532,ND,2.15
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,n-Hexane,ND,0.532,ND,1.87
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,"1,1,1-Trichloroethane",ND,0.532,ND,2.9
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Benzene,ND,0.532,ND,1.7
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Carbon tetrachloride,ND,0.532,ND,3.35
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Cyclohexane,ND,0.532,ND,1.83
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,"1,2-Dichloropropane",ND,0.532,ND,2.46
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Bromodichloromethane,ND,0.532,ND,3.56
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,"1,4-Dioxane",ND,0.532,ND,1.92
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Trichloroethene,1.32,0.532,7.09,2.86
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,"2,2,4-Trimethylpentane",ND,0.532,ND,2.48
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Heptane,ND,0.532,ND,2.18
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,"cis-1,3-Dichloropropene",ND,0.532,ND,2.42
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,4-Methyl-2-pentanone,ND,0.532,ND,2.18
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,"trans-1,3-Dichloropropene",ND,0.532,ND,2.42
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,"1,1,2-Trichloroethane",ND,0.532,ND,2.9
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Toluene,0.774,0.532,2.92,2
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,2-Hexanone,ND,0.532,ND,2.18
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Dibromochloromethane,ND,0.532,ND,4.53
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,"1,2-Dibromoethane",ND,0.532,ND,4.09
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Tetrachloroethene,3.71,0.532,25.2,3.61
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Chlorobenzene,ND,0.532,ND,2.45
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Ethylbenzene,ND,0.532,ND,2.31
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,p/m-Xylene,1.66,1.06,7.21,4.6
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Bromoform,ND,0.532,ND,5.5
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Styrene,ND,0.532,ND,2.27
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,"1,1,2,2-Tetrachloroethane",ND,0.532,ND,3.65
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,o-Xylene,0.686,0.532,2.98,2.31
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,4-Ethyltoluene,ND,0.532,ND,2.62
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,"1,3,5-Trimethylbenzene",ND,0.532,ND,2.62
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,"1,2,4-Trimethylbenzene",ND,0.532,ND,2.62
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Benzyl chloride,ND,0.532,ND,2.75
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,"1,3-Dichlorobenzene",ND,0.532,ND,3.2
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,"1,4-Dichlorobenzene",ND,0.532,ND,3.2
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,"1,2-Dichlorobenzene",ND,0.532,ND,3.2
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,"1,2,4-Trichlorobenzene",ND,0.532,ND,3.95
Greenpoint Landing G1,Alpha Analytical,Yes,SV-1,2013-09-18,2013-09-21T00:00:00Z,Hexachlorobutadiene,ND,0.532,ND,5.67
Greenpoint Landing G1,Alpha Analytical,Yes,SV-2,2013-09-18,2013-09-20T00:00:00Z,Propylene,12.1,1.35,20.8,2.32
Greenpoint Landing G1,Alpha Analytical,Yes,SV-2,2013-09-18,2013-09-20T00:00:00Z,Dichlorodifluoromethane,ND,0.54,ND,2.67
Greenpoint Landing G1,Alpha Analytical,Yes,SV-2,2013-09-18,2013-09-20T00:00:00Z,Chloromethane,ND,0.54,ND,1.12
Greenpoint Landing G1,Alpha Analytical,Yes,SV-2,2013-09-18,2013-09-20T00:00:00Z,Freon-114,ND,0.54,ND,3.77
Greenpoint Landing G1,Alpha Analytical,Yes,SV-2,2013-09-18,2013-09-20T00:00:00Z,Vinyl chloride,3.55,0.54,9.07,1.38
Greenpoint Landing G1,Alpha Analytical,Yes,SV-2,2013-09-18,2013-09-20T00:00:00Z,"1,3-Butadiene",ND,0.54,ND,1.19
Greenpoint Landing G1,Alpha Analytical,Yes,SV-2,2013-09-18,2013-09-20T00:00:00Z,Bromomethane,ND,0.54,ND,2.1
Greenpoint Landing G1,Alpha Analytical,Yes,SV-2,2013-09-18,2013-09-20T00:00:00Z,Chloroethane,ND,0.54,ND,1.42
Greenpoint Landing G1,Alpha Analytical,Yes,SV-2,2013-09-18,2013-09-20T00:00:00Z,Ethanol,7.1,6.75,13.4,12.7
Greenpoint Landing G1,Alpha Analytical,Yes,SV-2,2013-09-18,2013-09-20T00:00:00Z,Vinyl bromide,ND,0.54,ND,2.36
Greenpoint Landing G1,Alpha Analytical,Yes,SV-2,2013-09-18,2013-09-20T00:00:00Z,Acetone,ND,2.7,ND,6.41
Greenpoint Landing G1,Alpha Analytical,Yes,SV-2,2013-09-18,2013-09-20T00:00:00Z,Trichlorofluoromethane,ND,0.54,ND,3.03
Greenpoint Landing G1,Alpha Analytical,Yes,SV-2,2013-09-18,2013-09-20T00:00:00Z,Isopropanol,ND,1.35,ND,3.32
Greenpoint Landing G1,Alpha Analytical,Yes,SV-2,2013-09-18,2013-09-20T00:00:00Z,"1,1-Dichloroethene",ND,0.54,ND,2.14
Greenpoint Landing G1,Alpha Analytical,Yes,SV-2,2013-09-18,2013-09-20T00:00:00Z,Methylene chloride,ND,2.7,ND,9.38
Greenpoint Landing G1,Alpha Analytical,Yes,SV-2,2013-09-18,2013-09-20T00:00:00Z,3-Chloropropene,ND,0.54,ND,1.69
Greenpoint Landing G1,Alpha Analytical,Yes,SV-2,2013-09-18,2013-09-20T00:00:00Z,Carbon disulfide,2,0.54,6.23,1.68
Greenpoint Landing G1,Alpha Analytical,Yes,SV-2,2013-09-18,2013-09-20T00:00:00Z,Freon-113,ND,0.54,ND,4.14
Greenpoint Landing G1,Alpha Analytical,Yes,SV-2,2013-09-18,2013-09-20T00:00:00Z,"trans-1,2-Dichloroethene",ND,0.54,ND,2.14
Greenpoint Landing G1,Alpha Analytical,Yes,SV-2,2013-09-18,2013-09-20T00:00:00Z,"1,1-Dichloroethane",1.07,0.54,4.33,2.19
Greenpoint Landing G1,Alpha Analytical,Yes,SV-2,2013-09-18,2013-09-20T00:00:00Z,Methyl tert butyl ether,5.48,0.54,19.8,1.95
