street_address,sample_id,parameter,ppbv_result,ppbv_rl,lod_mdl,ug_m3_result,ug_m3_rl,lod_mdl_2,date_time,by,dilution
1048 MANHATTAN AVE.,SS1,Vinyl Chloride,ND,0.098,0.098,ND,0.25,0.25,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS1,% Bromofluorobenzene,105,%,%,105,%,%,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,NA,ND,NA,0.146,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,NA,ND,NA,0.183,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,NA,ND,NA,0.146,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,NA,ND,NA,0.183,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,NA,ND,NA,0.247,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,NA,ND,NA,0.252,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,NA,ND,NA,0.135,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,NA,0.678,NA,0.204,3.33,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,NA,ND,NA,0.130,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,NA,ND,NA,0.166,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,NA,ND,NA,0.247,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,NA,ND,NA,0.217,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,NA,ND,NA,0.143,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,NA,0.276,NA,0.204,1.36,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,NA,ND,NA,0.452,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,NA,ND,NA,0.166,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,NA,ND,NA,0.166,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,NA,ND,NA,0.278,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,NA,ND,NA,0.244,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,NA,ND,NA,0.204,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,NA,ND,NA,0.182,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,NA,1.01,NA,0.244,4.13,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,Acetone,82.3,D,2.11,195,5.01,5.01,2017-06-01T04:00:00Z,KCA,5
1048 MANHATTAN AVE.,SS2,NA,ND,NA,0.461,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,NA,0.756,NA,0.313,2.41,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,NA,ND,NA,0.193,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,Bromodichloromethane,ND,0.149,0.149,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,Bromoform,ND,0.097,0.097,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,Bromomethane,ND,0.258,0.258,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,Carbon Disulfide,0.455,0.321,0.321,1.42,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,Carbon Tetrachloride,0.062,0.040,0.040,0.39,0.25,0.25,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,Chlorobenzene,ND,0.217,0.217,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,Chloroethane,ND,0.379,0.379,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,Chloroform,0.562,0.205,0.205,2.74,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,Chloromethane,ND,0.485,0.485,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,"Cis-1,2-Dichloroethene",ND,0.252,0.252,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,"cis-1,3-Dichloropropene",ND,0.221,0.221,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,Cyclohexane,ND,0.291,0.291,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,Dibromochloromethane,ND,0.118,0.118,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,Dichlorodifluoromethane,0.461,0.202,0.202,2.28,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,Ethanol,144,D   2.66,2.66,271,5.01,5.01,2017-06-01T04:00:00Z,KCA,5
1048 MANHATTAN AVE.,SS2,Ethyl acetate,0.804,0.278,0.278,2.90,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,Ethylbenzene,3.63,0.230,0.230,15.8,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,Heptane,1.02,0.244,0.244,4.18,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,Hexachlorobutadiene,ND,0.094,0.094,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,Hexane,0.834,S  0.284,0.284,2.94,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,Isopropylalcohol,0.989,0.407,0.407,2.43,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,Isopropylbenzene,ND,0.204,0.204,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,"m,p-Xylene",13.4,0.230,0.230,58.1,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,Methyl Ethyl Ketone,26.4,0.339,0.339,77.8,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,Methyl tert-butyl ether(MTBE),ND,0.278,0.278,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,Methylene Chloride,ND,0.288,0.288,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,n-Butylbenzene,ND,0.182,0.182,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,o-Xylene,3.72,0.230,0.230,16.1,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,Propylene,1.44,0.581,0.581,2.48,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,sec-Butylbenzene,ND,0.182,0.182,ND,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,Styrene,0.240,0.235,0.235,1.02,1.00,1.00,2017-06-01T04:00:00Z,KCA,1
1048 MANHATTAN AVE.,SS2,Tetrachloroethene,0.319,0.037,0.037,2.16,0.25,0.25,2017-06-01T04:00:00Z,KCA,1
