street_address,sample_id,parameter,ppbv_result,ppbv_rl,ug_m3_result,ug_m3_rl,date_time,by,reference,lab
SV 98 3rd Avenue,SV-3,Propylene,69.2,0.58099999999999996,119,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-3,sec-Butylbenzene,0.19,0.182,1.04,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-3,Styrene,ND,0.23499999999999999,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-3,Tetrachloroethene,7.25,3.6999999999999998E-2,49.1,0.25,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-3,Tetrahydrofuran,ND,0.33900000000000002,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-3,Toluene,2.33,0.26600000000000001,8.7799999999999994,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-3,"Trans-1,2-Dichloroethene",ND,0.252,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-3,"trans-1,3-Dichloropropene",ND,0.22,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-3,Trichloroethene,0.11,4.7E-2,0.59099999999999997,0.25,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-3,Trichlorofluoromethane,0.27,0.17799999999999999,1.52,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-3,Trichlorotrifluoroethane,ND,0.13,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-3,Vinyl Chloride,ND,9.8000000000000004E-2,ND,0.25,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-3,% Bromofluorobenzene,122,%,122,%,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,"1,1,1,2-Tetrachloroethane",ND,0.14599999999999999,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,"1,1,1-Trichloroethane",ND,0.183,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,"1,1,2,2-Tetrachloroethane",ND,0.14599999999999999,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,"1,1,2-Trichloroethane",ND,0.183,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,"1,1-Dichloroethane",ND,0.247,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,"1,1-Dichloroethene",ND,0.252,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,"1,2,4-Trichlorobenzene",ND,0.13500000000000001,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,"1,2,4-Trimethylbenzene",0.94,0.20399999999999999,4.62,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,"1,2-Dibromoethane(EDB)",ND,0.13,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,"1,2-Dichlorobenzene",ND,0.16600000000000001,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,"1,2-Dichloroethane",ND,0.247,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,"1,2-dichloropropane",ND,0.216,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,"1,2-Dichlorotetrafluoroethane",ND,0.14299999999999999,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,"1,3,5-Trimethylbenzene",1.34,0.20399999999999999,6.58,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,"1,3-Butadiene",ND,0.45200000000000001,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,"1,3-Dichlorobenzene",ND,0.16600000000000001,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,"1,4-Dichlorobenzene",ND,0.16600000000000001,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,"1,4-Dioxane",ND,0.27800000000000002,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,2-Hexanone(MBK),ND,0.24399999999999999,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,4-Ethyltoluene,5.34,0.20399999999999999,26.2,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,4-Isopropyltoluene,5.22,0.182,28.6,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,4-Methyl-2-pentanone(MIBK),ND,0.24399999999999999,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Acetone,ND,0.42099999999999999,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Acrylonitrile,ND,0.46100000000000002,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Benzene,7,0.313,22.3,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Benzyl chloride,ND,0.193,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Bromodichloromethane,ND,0.14899999999999999,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Bromoform,ND,9.7000000000000003E-2,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Bromomethane,ND,0.25800000000000001,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Carbon Disulfide,ND,0.32100000000000001,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Carbon Tetrachloride,ND,0.04,ND,0.25,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Chlorobenzene,ND,0.217,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Chloroethane,ND,0.379,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Chloroform,ND,0.20499999999999999,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Chloromethane,ND,0.48399999999999999,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,"Cis-1,2-Dichloroethene",ND,0.252,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,"cis-1,3-Dichloropropene",ND,0.22,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Cyclohexane,86.5,0.29099999999999998,298,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Dibromochloromethane,ND,0.11700000000000001,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Dichlorodifluoromethane,0.45,0.20200000000000001,2.2200000000000002,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Ethanol,0.64,0.53100000000000003,1.2,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Ethyl acetate,ND,0.27800000000000002,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Ethylbenzene,7.38,0.23,32,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Heptane,111,0.24399999999999999,455,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Hexachlorobutadiene,ND,9.4E-2,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Hexane,193,0.28399999999999997,680,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Isopropylalcohol,ND,0.40699999999999997,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Isopropylbenzene,14,0.20399999999999999,68.8,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,"m,p-Xylene",3.3,0.23,14.3,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Methyl Ethyl Ketone,ND,0.33900000000000002,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Methyl tert-butyl ether(MTBE),ND,0.27800000000000002,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Methylene Chloride,ND,0.28799999999999998,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,n-Butylbenzene,3.21,0.182,17.600000000000001,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,o-Xylene,ND,0.23,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Propylene,2.08,0.58099999999999996,3.58,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,sec-Butylbenzene,5.27,0.182,28.9,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Styrene,ND,0.23499999999999999,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Tetrachloroethene,6,3.6999999999999998E-2,40.700000000000003,0.25,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Tetrahydrofuran,ND,0.33900000000000002,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Toluene,ND,0.26600000000000001,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,"Trans-1,2-Dichloroethene",ND,0.252,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,"trans-1,3-Dichloropropene",ND,0.22,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Trichloroethene,0.15,4.7E-2,0.80600000000000005,0.25,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Trichlorofluoromethane,0.22,0.17799999999999999,1.24,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Trichlorotrifluoroethane,ND,0.13,ND,1,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,Vinyl Chloride,ND,9.8000000000000004E-2,ND,0.25,2014-05-02T04:00:00Z,KCA,TO15,phoenix
SV 98 3rd Avenue,SV-4,% Bromofluorobenzene,Interference,%,Interference,%,2014-05-02T04:00:00Z,KCA,TO15,phoenix
