street_address,sample_id,parameter,ppbv_result,ppbv_rl,lod_mdl,ug_m3_result,ug_m3_rl,lod_mdl_2,date_time,by,dilution
2437 PITKIN AVE,SV2,sec-Butylbenzene,ND,0.182,0.182,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV2,Styrene,0.284,0.235,0.235,1.21,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV2,Tetrachloroethene,0.973,0.037,0.037,6.60,0.25,0.25,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV2,Tetrahydrofuran,0.403,0.339,0.339,1.19,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV2,Toluene,6.88,0.266,0.266,25.9,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV2,"Trans-1,2-Dichloroethene",ND,0.252,0.252,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV2,"trans-1,3-Dichloropropene",ND,0.221,0.221,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV2,Trichloroethene,ND,0.047,0.047,ND,0.25,0.25,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV2,Trichlorofluoromethane,0.284,0.178,0.178,1.59,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV2,Trichlorotrifluoroethane,ND,0.131,0.131,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV2,Vinyl Chloride,ND,0.098,0.098,ND,0.25,0.25,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV2,% Bromofluorobenzene,101,%,%,101,%,%,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,"1,1,1,2-Tetrachloroethane",ND,0.146,0.146,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,"1,1,1-Trichloroethane",ND,0.183,0.183,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,"1,1,2,2-Tetrachloroethane",ND,0.146,0.146,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,"1,1,2-Trichloroethane",ND,0.183,0.183,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,"1,1-Dichloroethane",ND,0.247,0.247,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,"1,1-Dichloroethene",ND,0.252,0.252,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,"1,2,4-Trichlorobenzene",ND,0.135,0.135,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,"1,2,4-Trimethylbenzene",0.569,0.204,0.204,2.80,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,"1,2-Dibromoethane(EDB)",ND,0.130,0.130,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,"1,2-Dichlorobenzene",ND,0.166,0.166,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,"1,2-Dichloroethane",ND,0.247,0.247,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,"1,2-dichloropropane",ND,0.217,0.217,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,"1,2-Dichlorotetrafluoroethane",ND,0.143,0.143,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,"1,3,5-Trimethylbenzene",ND,0.204,0.204,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,"1,3-Butadiene",ND,0.452,0.452,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,"1,3-Dichlorobenzene",0.229,0.166,0.166,1.38,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,"1,4-Dichlorobenzene",ND,0.166,0.166,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,"1,4-Dioxane",ND,0.278,0.278,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
2437 PITKIN AVE,SV3,2-Hexanone(MBK),ND,0.244,0.244,ND,1.00,1.00,2017-06-13T04:00:00Z,KCA,1
