street_address,sample_id,parameter,ppbv_result,ppbv_rl,ug_m3_result,ug_m3_rl,date_time,by,dilution
1458-1460,SV 4,4-Methyl-2-pentanone(MIBK),2.2400000000000002,0.24399999999999999,9.17,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Acetone,19.2,0.42099999999999999,45.6,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Acrylonitrile,ND,0.46100000000000002,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Benzene,ND,0.313,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Benzyl chloride,ND,0.193,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Bromodichloromethane,0.16700000000000001,0.14899999999999999,1.1200000000000001,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Bromoform,ND,9.7000000000000003E-2,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Bromomethane,ND,0.25800000000000001,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Carbon Disulfide,0.55300000000000005,0.32100000000000001,1.72,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Carbon Tetrachloride,0.183,3.2000000000000001E-2,1.1499999999999999,0.2,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Chlorobenzene,ND,0.217,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Chloroethane,ND,0.379,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Chloroform,5.32,0.20499999999999999,26,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Chloromethane,ND,0.48499999999999999,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,"Cis-1,2-Dichloroethene",ND,5.0999999999999997E-2,ND,0.2,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,"cis-1,3-Dichloropropene",ND,0.221,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Cyclohexane,ND,0.29099999999999998,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Dibromochloromethane,ND,0.11799999999999999,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Dichlorodifluoromethane,0.58299999999999996,0.20200000000000001,2.88,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Ethanol,76.400000000000006,E  0.531,144,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Ethyl acetate,1.1599999999999999,0.27800000000000002,4.18,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Ethylbenzene,0.35199999999999998,0.23,1.53,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Heptane,ND,0.24399999999999999,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Hexachlorobutadiene,ND,9.4E-2,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Hexane,ND,0.28399999999999997,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Isopropylalcohol,3.41,0.40699999999999997,8.3800000000000008,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Isopropylbenzene,ND,0.20399999999999999,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,"m,p-Xylene",1.38,0.23,5.99,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Methyl Ethyl Ketone,6.21,0.33900000000000002,18.3,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Methyl tert-butyl ether(MTBE),ND,0.27800000000000002,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Methylene Chloride,ND,0.86399999999999999,ND,3,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,n-Butylbenzene,ND,0.182,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,o-Xylene,0.54500000000000004,0.23,2.37,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Propylene,ND,0.58099999999999996,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,sec-Butylbenzene,ND,0.182,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Styrene,ND,0.23499999999999999,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Tetrachloroethene,0.309,3.6999999999999998E-2,2.09,0.25,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Tetrahydrofuran,4.72,0.33900000000000002,13.9,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Toluene,1.57,0.26600000000000001,5.91,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,"Trans-1,2-Dichloroethene",ND,0.252,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,"trans-1,3-Dichloropropene",ND,0.221,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Trichloroethene,ND,3.6999999999999998E-2,ND,0.2,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Trichlorofluoromethane,0.55000000000000004,0.17799999999999999,3.09,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Trichlorotrifluoroethane,ND,0.13100000000000001,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,Vinyl Chloride,ND,7.8E-2,ND,0.2,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 4,% Bromofluorobenzene,96,%,96,%,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,"1,1,1,2-Tetrachloroethane",ND,0.14599999999999999,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,"1,1,1-Trichloroethane",ND,0.183,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,"1,1,2,2-Tetrachloroethane",ND,0.14599999999999999,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,"1,1,2-Trichloroethane",ND,0.183,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,"1,1-Dichloroethane",ND,0.247,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,"1,1-Dichloroethene",ND,5.0999999999999997E-2,ND,0.2,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,"1,2,4-Trichlorobenzene",ND,0.13500000000000001,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,"1,2,4-Trimethylbenzene",0.62,0.20399999999999999,3.05,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,"1,2-Dibromoethane(EDB)",ND,0.13,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,"1,2-Dichlorobenzene",ND,0.16600000000000001,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,"1,2-Dichloroethane",ND,0.247,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,"1,2-dichloropropane",ND,0.217,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,"1,2-Dichlorotetrafluoroethane",ND,0.14299999999999999,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,"1,3,5-Trimethylbenzene",ND,0.20399999999999999,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,"1,3-Butadiene",ND,0.45200000000000001,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,"1,3-Dichlorobenzene",ND,0.16600000000000001,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,"1,4-Dichlorobenzene",0.27600000000000002,0.16600000000000001,1.66,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,"1,4-Dioxane",ND,0.27800000000000002,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,2-Hexanone(MBK),ND,0.24399999999999999,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,4-Ethyltoluene,0.51100000000000001,0.20399999999999999,2.5099999999999998,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,4-Isopropyltoluene,ND,0.182,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,4-Methyl-2-pentanone(MIBK),1.62,0.24399999999999999,6.63,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Acetone,8.23,0.42099999999999999,19.5,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Acrylonitrile,ND,0.46100000000000002,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Benzene,ND,0.313,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Benzyl chloride,ND,0.193,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Bromodichloromethane,4.93,0.14899999999999999,33,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Bromoform,ND,9.7000000000000003E-2,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Bromomethane,ND,0.25800000000000001,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Carbon Disulfide,0.39700000000000002,0.32100000000000001,1.24,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Carbon Tetrachloride,0.19900000000000001,3.2000000000000001E-2,1.25,0.2,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Chlorobenzene,ND,0.217,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Chloroethane,ND,0.379,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Chloroform,190,2.0499999999999998,927,10,2018-08-07T04:00:00Z,KCA,10
1458-1460,SV 5,Chloromethane,ND,0.48499999999999999,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,"Cis-1,2-Dichloroethene",ND,5.0999999999999997E-2,ND,0.2,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,"cis-1,3-Dichloropropene",ND,0.221,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Cyclohexane,ND,0.29099999999999998,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Dibromochloromethane,ND,0.11799999999999999,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Dichlorodifluoromethane,0.626,0.20200000000000001,3.09,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Ethanol,85.8,5.31,162,10,2018-08-07T04:00:00Z,KCA,10
1458-1460,SV 5,Ethyl acetate,ND,0.27800000000000002,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Ethylbenzene,0.36899999999999999,0.23,1.6,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Heptane,ND,0.24399999999999999,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Hexachlorobutadiene,ND,9.4E-2,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Hexane,ND,0.28399999999999997,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Isopropylalcohol,1.41,0.40699999999999997,3.46,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Isopropylbenzene,ND,0.20399999999999999,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,"m,p-Xylene",1.36,0.23,5.9,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Methyl Ethyl Ketone,3.16,0.33900000000000002,9.31,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Methyl tert-butyl ether(MTBE),ND,0.27800000000000002,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Methylene Chloride,ND,0.86399999999999999,ND,3,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,n-Butylbenzene,ND,0.182,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,o-Xylene,0.56100000000000005,0.23,2.4300000000000002,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Propylene,0.74299999999999999,0.58099999999999996,1.28,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,sec-Butylbenzene,ND,0.182,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Styrene,ND,0.23499999999999999,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Tetrachloroethene,0.57899999999999996,3.6999999999999998E-2,3.92,0.25,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Tetrahydrofuran,5.2,0.33900000000000002,15.3,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Toluene,1.54,0.26600000000000001,5.8,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,"Trans-1,2-Dichloroethene",ND,0.252,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,"trans-1,3-Dichloropropene",ND,0.221,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Trichloroethene,ND,3.6999999999999998E-2,ND,0.2,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Trichlorofluoromethane,0.49099999999999999,0.17799999999999999,2.76,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Trichlorotrifluoroethane,ND,0.13100000000000001,ND,1,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,Vinyl Chloride,ND,7.8E-2,ND,0.2,2018-08-07T04:00:00Z,KCA,1
1458-1460,SV 5,% Bromofluorobenzene,98,%,98,%,2018-08-07T04:00:00Z,KCA,1
