street_address,sample_id,parameter,ppbv_result,ppbv_rl,ug_m3_result,ug_m3_rl,date_time,by,lab
SV 635 4th Ave,SS-1,"1,1,1,2-Tetrachloroethane",ND,0.146,ND,1.00,2013-12-31T05:00:00Z,KCA,phoenix
SV 635 4th Ave,SS-1,"1,1,1-Trichloroethane",0.35,0.183,1.91,1.00,2013-12-31T05:00:00Z,KCA,phoenix
SV 635 4th Ave,SS-1,"1,1,2,2-Tetrachloroethane",ND,0.146,ND,1.00,2013-12-31T05:00:00Z,KCA,phoenix
SV 635 4th Ave,SS-1,"1,1,2-Trichloroethane",ND,0.183,ND,1.00,2013-12-31T05:00:00Z,KCA,phoenix
SV 635 4th Ave,SS-1,"1,1-Dichloroethane",ND,0.247,ND,1.00,2013-12-31T05:00:00Z,KCA,phoenix
SV 635 4th Ave,SS-1,"1,1-Dichloroethene",ND,0.252,ND,1.00,2013-12-31T05:00:00Z,KCA,phoenix
SV 635 4th Ave,SS-1,"1,2,4-Trichlorobenzene",ND,0.135,ND,1.00,2013-12-31T05:00:00Z,KCA,phoenix
SV 635 4th Ave,SS-1,"1,2,4-Trimethylbenzene",0.95,0.204,4.67,1.00,2013-12-31T05:00:00Z,KCA,phoenix
SV 635 4th Ave,SS-1,"1,2-Dibromoethane(EDB)",ND,0.130,ND,1.00,2013-12-31T05:00:00Z,KCA,phoenix
SV 635 4th Ave,SS-1,"1,2-Dichlorobenzene",ND,0.166,ND,1.00,2013-12-31T05:00:00Z,KCA,phoenix
SV 635 4th Ave,SS-1,"1,2-Dichloroethane",ND,0.247,ND,1.00,2013-12-31T05:00:00Z,KCA,phoenix
SV 635 4th Ave,SS-1,"1,2-dichloropropane",ND,0.216,ND,1.00,2013-12-31T05:00:00Z,KCA,phoenix
SV 635 4th Ave,SS-1,"1,2-Dichlorotetrafluoroethane",ND,0.143,ND,1.00,2013-12-31T05:00:00Z,KCA,phoenix
SV 635 4th Ave,SS-1,"1,3,5-Trimethylbenzene",0.23,0.204,1.13,1.00,2013-12-31T05:00:00Z,KCA,phoenix
SV 635 4th Ave,SS-1,"1,3-Butadiene",ND,0.452,ND,1.00,2013-12-31T05:00:00Z,KCA,phoenix
SV 635 4th Ave,SS-1,"1,3-Dichlorobenzene",ND,0.166,ND,1.00,2013-12-31T05:00:00Z,KCA,phoenix
SV 635 4th Ave,SS-1,"1,4-Dichlorobenzene",ND,0.166,ND,1.00,2013-12-31T05:00:00Z,KCA,phoenix
SV 635 4th Ave,SS-1,"1,4-Dioxane",ND,0.278,ND,1.00,2013-12-31T05:00:00Z,KCA,phoenix
SV 635 4th Ave,SS-1,2-Hexanone(MBK),ND,0.244,ND,1.00,2013-12-31T05:00:00Z,KCA,phoenix
SV 635 4th Ave,SS-1,4-Ethyltoluene,ND,0.204,ND,1.00,2013-12-31T05:00:00Z,KCA,phoenix
SV 635 4th Ave,SS-1,4-Isopropyltoluene,ND,0.182,ND,1.00,2013-12-31T05:00:00Z,KCA,phoenix
SV 635 4th Ave,SS-1,4-Methyl-2-pentanone(MIBK),ND,0.244,ND,1.00,2013-12-31T05:00:00Z,KCA,phoenix
SV 635 4th Ave,SS-1,Acetone,5.69,0.421,13.5,1.00,2013-12-31T05:00:00Z,KCA,phoenix
