street_address,sample_id,parameter,ppbv_result,ppbv_rl,ug_m3_result,ug_m3_rl,date_time,by,dilution,lab
SV 578 5th Avenue,SV-3,Tetrahydrofuran,1.36,0.33900000000000002,4.01,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,SV-3,Toluene,15.5,0.26600000000000001,58.4,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,SV-3,"Trans-1,2-Dichloroethene",ND,0.252,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,SV-3,"trans-1,3-Dichloropropene",ND,0.221,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,SV-3,Trichloroethene,9.7000000000000003E-2,4.7E-2,0.52,0.25,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,SV-3,Trichlorofluoromethane,0.40600000000000003,0.17799999999999999,2.2799999999999998,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,SV-3,Trichlorotrifluoroethane,ND,0.13100000000000001,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,SV-3,Vinyl Chloride,ND,9.8000000000000004E-2,ND,0.25,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,SV-3,% Bromofluorobenzene,97,%,97,%,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,"1,1,1,2-Tetrachloroethane",ND,0.14599999999999999,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,"1,1,1-Trichloroethane",ND,0.183,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,"1,1,2,2-Tetrachloroethane",ND,0.14599999999999999,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,"1,1,2-Trichloroethane",ND,0.183,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,"1,1-Dichloroethane",ND,0.247,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,"1,1-Dichloroethene",ND,0.252,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,"1,2,4-Trichlorobenzene",ND,0.13500000000000001,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,"1,2,4-Trimethylbenzene",0.221,0.20399999999999999,1.0900000000000001,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,"1,2-Dibromoethane(EDB)",ND,0.13,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,"1,2-Dichlorobenzene",ND,0.16600000000000001,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,"1,2-Dichloroethane",ND,0.247,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,"1,2-dichloropropane",ND,0.217,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,"1,2-Dichlorotetrafluoroethane",ND,0.14299999999999999,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,"1,3,5-Trimethylbenzene",ND,0.20399999999999999,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,"1,3-Butadiene",ND,0.45200000000000001,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,"1,3-Dichlorobenzene",ND,0.16600000000000001,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,"1,4-Dichlorobenzene",ND,0.16600000000000001,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,"1,4-Dioxane",ND,0.27800000000000002,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,2-Hexanone(MBK),ND,0.24399999999999999,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,4-Ethyltoluene,ND,0.20399999999999999,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,4-Isopropyltoluene,ND,0.182,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,4-Methyl-2-pentanone(MIBK),ND,0.24399999999999999,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Acetone,6.18,0.42099999999999999,14.7,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Acrylonitrile,ND,0.46100000000000002,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Benzene,ND,0.313,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Benzyl chloride,ND,0.193,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Bromodichloromethane,ND,0.14899999999999999,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Bromoform,ND,9.7000000000000003E-2,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Bromomethane,ND,0.25800000000000001,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Carbon Disulfide,ND,0.32100000000000001,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Carbon Tetrachloride,8.5000000000000006E-2,0.04,0.53,0.25,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Chlorobenzene,ND,0.217,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Chloroethane,ND,0.379,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Chloroform,ND,0.20499999999999999,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Chloromethane,0.621,0.48499999999999999,1.28,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,"Cis-1,2-Dichloroethene",ND,0.252,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,"cis-1,3-Dichloropropene",ND,0.221,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Cyclohexane,ND,0.29099999999999998,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Dibromochloromethane,ND,0.11799999999999999,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Dichlorodifluoromethane,0.54900000000000004,0.20200000000000001,2.71,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Ethanol,9.0399999999999991,0.53100000000000003,17,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Ethyl acetate,ND,0.27800000000000002,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Ethylbenzene,2.06,0.23,8.94,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Heptane,ND,0.24399999999999999,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Hexachlorobutadiene,ND,9.4E-2,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Hexane,ND,0.28399999999999997,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Isopropylalcohol,1.23,S  0.407,3.02,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Isopropylbenzene,ND,0.20399999999999999,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,"m,p-Xylene",8.23,0.23,35.700000000000003,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Methyl Ethyl Ketone,0.45300000000000001,0.33900000000000002,1.34,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Methyl tert-butyl ether(MTBE),ND,0.27800000000000002,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Methylene Chloride,2.96,0.28799999999999998,10.3,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,n-Butylbenzene,ND,0.182,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,o-Xylene,2.78,0.23,12.1,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Propylene,6.33,0.58099999999999996,10.9,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,sec-Butylbenzene,ND,0.182,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Styrene,ND,0.23499999999999999,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Tetrachloroethene,0.1,3.6999999999999998E-2,0.68,0.25,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Tetrahydrofuran,ND,0.33900000000000002,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Toluene,1.19,0.26600000000000001,4.4800000000000004,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,"Trans-1,2-Dichloroethene",ND,0.252,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,"trans-1,3-Dichloropropene",ND,0.221,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Trichloroethene,ND,4.7E-2,ND,0.25,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Trichlorofluoromethane,0.24199999999999999,0.17799999999999999,1.36,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Trichlorotrifluoroethane,ND,0.13100000000000001,ND,1,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,Vinyl Chloride,ND,9.8000000000000004E-2,ND,0.25,2016-09-09T04:00:00Z,KCA,1,phoenix
SV 578 5th Avenue,AMB,% Bromofluorobenzene,97,%,97,%,2016-09-09T04:00:00Z,KCA,1,phoenix
