street_address,sample_id,parameter,ppbv_result,ppbv_rl,ug_m3_result,ug_m3_rl,date_time,by,dilution
113 HAMILTON,SV-4,"Cis-1,2-Dichloroethene",ND,5.0999999999999997E-2,ND,0.2,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-4,"cis-1,3-Dichloropropene",ND,0.221,ND,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-4,Cyclohexane,1.92,0.29099999999999998,6.6,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-4,Dibromochloromethane,ND,0.11799999999999999,ND,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-4,Dichlorodifluoromethane,0.54500000000000004,0.20200000000000001,2.69,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-4,Ethanol,235,E  0.531,443,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-4,Ethyl acetate,ND,0.27800000000000002,ND,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-4,Ethylbenzene,2.1800000000000002,0.23,9.4600000000000009,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-4,Heptane,3.57,0.24399999999999999,14.6,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-4,Hexachlorobutadiene,ND,9.4E-2,ND,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-4,Hexane,6.93,0.28399999999999997,24.4,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-4,Isopropylalcohol,27.4,0.40699999999999997,67.3,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-4,Isopropylbenzene,0.46899999999999997,0.20399999999999999,2.2999999999999998,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-4,"m,p-Xylene",9.7200000000000006,0.23,42.2,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-4,Methyl Ethyl Ketone,11.6,0.33900000000000002,34.200000000000003,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-4,Methyl tert-butyl ether(MTBE),1.02,0.27800000000000002,3.68,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-4,Methylene Chloride,ND,0.86399999999999999,ND,3,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-4,n-Butylbenzene,ND,0.182,ND,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-4,o-Xylene,3.66,0.23,15.9,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-4,Propylene,ND,0.58099999999999996,ND,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-4,sec-Butylbenzene,ND,0.182,ND,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-4,Styrene,ND,0.23499999999999999,ND,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-4,Tetrachloroethene,94.3,0.184,639,1.25,2018-01-23T05:00:00Z,KCA,5
113 HAMILTON,SV-4,Tetrahydrofuran,ND,0.33900000000000002,ND,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-4,Toluene,5.4,0.26600000000000001,20.3,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-4,"Trans-1,2-Dichloroethene",ND,0.252,ND,1,2018-01-23T05:00:00Z,KCA,1
113 HAMILTON,SV-4,"trans-1,3-Dichloropropene",ND,0.221,ND,1,2018-01-23T05:00:00Z,KCA,1
